검색조건
대출기간,2024-01-01 ~ 2024-12-28
성별,전체
연령,20대
지역,전체
ISBN 부가기호,전체
주제,종교
세부주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-12-29
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"155","불교란 무엇인가 :초심자가 던지는 질문 ","이중표 지음","불광출판사","2017","","9788974799625","03220","220","37",
"155","불교의 모든 것 :한 권으로 읽는 불교 입문서 ","곽철환 지음","행성비","2014","","9788997132454","03220","220","37",
"155","새벽에 읽는 유대인 인생 특강 :수세기 동안 단 0.2%만 알았던 부와 성공의 지혜 ","장대은 지음","비즈니스북스","2019","","9791162540756","03190","239.3","37",
"155","감사 :내 삶을 변화시키는 가장 강력한 능력 ","지은이: 이찬수","규장","2020","","9791165041595","04230","234.8","37",
"155","누나, 내가 결혼을 해보니까 말이야 :책읽는사자의 연애와 결혼 ","책읽는사자 지음","규장","2022","","9791165043520","03230","234.9","37",
"163","고엔카의 위빳사나 명상  ","윌리엄 하트 지음 ;담마코리아 옮김","김영사","2017","","9788934978480","03200","224.3","36",
"163","현존 수업 :온전한 현존체험으로 이끄는 10주간의 내면여행 ","마이클 브라운 지음 ;이재석 옮김","정신세계사","2013","","9788935703753","03200","214","36",
"163","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","9","9788950971441","74800","219","36",
"163","팀 켈러, 오늘을 사는 잠언 ","팀 켈러,윤종석 옮김","두란노","2018","","9788953133075","03230","233.37","36",
"163","C. S. 루이스의 문장들 :깨어 있는 지성, 실천하는 삶 ","지은이: C. S. 루이스 ;옮긴이: 윤종석","두란노(두란노서원)","2021","","9788953141186","03230","234.8","36",
"163","한 시간 기도 :주님 안에 거하는 기도로 사는 그리스도인 ","유기성 지음","규장","2019","","9788960972186","03230","237.2","36",
"169","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","1","9788950971366","74800","219","35",
"169","물음에 답하다 :흔들리는 청년들의 7가지 질문 ","조재욱 지음","두란노(두란노서원)","2022","","9788953141698","03230","234.8","35",
"169","그리스·로마 신화","메네라오스 스테파니데스 글 ;야니스 스테파니데스 그림","파랑새","2022","2","9788961559669","74800","219","35",
"169","불교는 왜 진실인가 :진화심리학으로 보는 불교의 명상과 깨달음 ","로버트 라이트 지음 ;김철호 옮김","마음친구","2019","","9788996645658","03220","221","35",
"169","네빌고다드 5일간의 강의 :나에 대한 관념이 나의 모든 것을 결정한다 ","지은이: 네빌 고다드 ;옮긴이: 이상민","서른세개의 계단","2014","","9788997228003","03310","235.2","35",
"169","성경으로 배우는 심리학 =분석심리학으로 만나는 성경의 사람들 /Psychology in the bible ","이나미 지음","이랑","2017","","9788998746261","03180","233.08818","35",
"169","불교 입문 ","엮은이: 대한불교조계종 포교원 ;목경찬","조계종출판사","2017","","9791155800874","03220","220.1","35",
"169","(만화로 보는) 수메르 신화 ","멍개 글·그림","한빛비즈","2023","","9791157846511","03900","219.19","35",
"169","그림 속 별자리 신화 :선과 악, 성과 사랑, 욕망과 이성이 뒤얽힌 어른을 위한 그리스 로마 신화 ","김선지 지음","글담출판사","2021","","9791187147749","03600","219.21","35",
"169","여행자의 성당 공부 :유럽 성당 방문자를 위한 맞춤형 지식 교양서 ","글: 신양란 ;사진: 오형권","북핀","2023","","9791191443196","03920","238.2","35",
"169","산골 노승의 푸른 목소리 :자유롭고 당당하게 오늘의 주인공으로 살아가는 삶 ","향봉 지음","불광출판사","2023","","9791192997629","03810","224.8","35",
"169","이슬람교를 위한 변명 :무함마드에 대한 우리의 오만과 편견에 관하여 ","박현도 지음","불광출판사","2024","","9791193454619","04200","280","35",
"181","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","4","9788950971397","74800","219","34",
"181","팀 켈러, 결혼의 의미 :부부로 살아가는 법을 배우다 ","팀 켈러,오현미 옮김","두란노","2020","","9788953137172","03230","234.9","34",
"181","결혼에 관하여 ","팀 켈러,윤종석 옮김","두란노(두란노서원)","2020","","9788953138230","04230","234.9","34",
"181","내려놓음","이용규 지음","규장","2006","","9788970463766","03230","234.8","34",
"181","벼리는 불교가 궁금해 :10대와 함께 읽는 세상에서 가장 쉬운 불교 이야기 ","글: 변택주 ;그림: 권용득","불광출판사","2019","","9788974796839","43220","220","34",
"181","야단법석 :법륜 스님의 지구촌 즉문즉설 ","지은이: 법륜","정토출판","2015","","9788985961363","03810","224.2","34",
"181","탈무드 =Talmud ","이동민 옮김","인디북","2001","","9788989258056","03800","239.3","34",
"181","샤먼 바이블 :인류 문명과 종교의 기원을 찾아서 ","김정민 지음","글로벌콘텐츠","2023","","9791158523824","03900","211.18","34",
"189","(정재서 교수의) 새로 읽는 이야기 동양 신화 :동양적 상상력의 근원을 찾아서","정재서 지음","김영사","2023","","9788934971344","03150","219.12","33",
"189","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","5","9788950971403","74800","219","33",
"189","(그림으로 읽는) 핵심 성경 ","헨리에타 미어즈 지음 ;강선규 옮김","두란노","2014","","9788953120822","03230","233","33",
"189","(팀 켈러의) 예수, 예수 :이 시대가 잃어버린 이름 ","팀 켈러 지음 ;윤종석 옮김","두란노","2017","","9788953129948","03230","235.2","33",
"189","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","6","9788957363065","77840","219","33",
"189","화해 :내 안의 아이 치유하기 ","틱낫한 지음 ;진우기 옮김","불광출판사","2011","","9788974797638","03180","224.3","33",
"189","스무살, 반야심경에 미치다 ","김용옥 지음","통나무","2019","","9788982641398","03220","220.1","33",
"189","과학적 경험의 다양성 :신의 존재에 관한 한 과학자의 견해 ","지은이: 칼 세이건 ;옮긴이: 박중서","사이언스북스","2010","","9788983712431","03400","204.4","33",
"189","요가난다, 영혼의 자서전 :궁극의 자유와 행복으로 이끄는 심오하고 풍요로운 영적 순례 ","지은이: 파라마한사 요가난다 ;옮긴이: 김정우","뜨란","2014","","9788990840288","03100","270.99","33",
"189","켈트 신화와 전설 ","지은이: 찰스 스콰이어 ;전수용","황소자리 출판사","2009","","9788991508569","03900","219.24","33",
"189","신이 말해 준 것","지은이: 닐 도널드 월쉬 ;옮긴이: 황하","연금술사","2015","","9791186686027","03840","214","33",
"200","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","7","9788950971427","74800","219","32",
"200","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","10","9788957363102","77840","219","32",
"200","호오포노포노의 비밀 :부와 건강, 평화를 부르는 하와이인들의 지혜 ","지은이: 조 비테일,옮긴이: 황소연","판미동","2011","","9788960172845","13320","214","32",
"200","인문학을 하나님께 =Humanitas to God ","한재욱 지음","규장","2018","","9788960975347","03230","235.2","32",
"200","지성에서 영성으로 ","이어령 지음 ;키타미 타카시 그림","열림원","2010","","9788970636511","03840","234.8","32",
"200","하나님, 오늘 '만나'주세요 ","전대진 지음 ;일러스트: 김유림","넥서스","2022","","9791166834325","03230","234.82","32",
"200","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","1","9791191496628","77890","219","32",
"200","사찰에 가면 문득 보이는 것들 :사찰 속 흔하고 오래된 것들의 놀라운 역사 ","노승대 지음","불광출판사","2023","","9791192997926","03910","226.911","32",
"200","(그림이 있는) 북유럽 신화 ","김원익 지음","지식서재","2019","","9791196128937","04100","219.23","32",
"209","부처의 말 :그 행복이 깊다 ","코이케 류노스케 지음 ;양영철 옮김","북이십일 21세기북스","2011","","9788950930905","13400","224.3","31",
"209","(교양으로 읽는) 세계 종교 :인간과 세계와 종교 이야기 ","류상태 지음","인물과사상사","2017","","9788959064281","03200","202","31",
"209","마음이 아플 땐 불교심리학 ","잭 콘필드 지음 ;이재석 옮김","불광출판사","2020","","9788974798123","03180","225.84","31",
"209","인간 붓다, 그 위대한 삶과 사상 ","법륜 지음","정토출판","2010","","9788985961653","04220","222.2","31",
"209","하나님의 선물 =관계에 지쳐있는 당신을 위한 묵상집 /God's present for your life ","글·그림: 햇살콩,김연선","규장","2019","","9791165040390","03230","234.2","31",
"209","따라 하는 기도 :내 속의 깊은 간구를 끌어올리는 마중물 기도 ","장재기 지음","규장","2021","","9791165041915","03230","237.2","31",
"209","가시를 거두세요 :소나무 스님의 숭늉처럼 '속 편한' 이야기 ","광우 지음","쌤앤파커스","2021","","9791165343330","03810","220.4","31",
"209","데이비드 호킨스의 지혜 :영적 진실과 깨달음에 관한 대표 강연 모음집 ","데이비드 호킨스 지음 ;박찬준 옮김","판미동","2023","","9791170523536","03840","214","31",
"209","최상의 행복에 이르는 지혜 :틱낫한 스님이 새로 읽고 해설한 반야심경 ","틱낫한 지음 ;손명희 옮김","교유당","2020","","9791190277440","03220","223.53","31",
"209","1일 1페이지, 세상에서 가장 짧은 신화 수업 365 ","김원익 지음","위즈덤하우스","2021","","9791191766523","04030","219","31",
"209","마흔에 읽는 그리스 로마 신화 :지금 이 순간을 살기 위한 신화 수업 ","장재형 지음","유노콘텐츠그룹","2022","","9791192300382","03210","219.2","31",
"209","수심결과 마음공부 :완전한 행복에 다가가는 가장 오래된 마음 비결 ","법상 지음","불광출판사","2023","","9791192476858","03220","225.2","31",
"209","그리스 로마 신화 ","강대진 지음","지식서재","2017","","9791196128920","04100","219.21","31",
"222","영원의 철학 :모든 위대한 가르침의 핵심 ","지은이: 올더스 헉슬리 ;옮긴이: 조옥경","김영사","2014","","9788934968627","03210","201","30",
"222","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","10","9788950971458","74800","219","30",
"222","(존 오트버그의) 선택 훈련 :매 순간이 하나님의 '열린 문'이다 ","존 오트버그 지음 ;정성묵 옮김","두란노서원","2015","","9788953123724","03230","234.8","30",
"222","조정민의 답답답","조정민 지음","두란노(두란노서원)","2023","2","9788953144828","04230","234.8","30",
"222","교회 속 반反그리스도인 ","조정민 지음","두란노(두란노서원)","2024","","9788953148208","03230","234.8","30",
"222","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","9","9788957363096","77840","219","30",
"222","왕의 재정","김미진 지음","규장","2019","2","9788960975873","03230","234.8","30",
"222","너는 이미 기적이다 :틱낫한 스님의 365일 잠언 모음집 ","지은이: 틱낫한 ;옮긴이: 이현주","불광출판사","2017","","9788974793371","03220","224.3","30",
"222","(한 권으로 읽는) 인도신화 :신화부터 설화, 영웅 서사시까지 이야기로 읽는 인도 ","황천춘 지음 ;정주은 옮김","불광출판사","2020","","9788974798413","03910","219.15","30",
"222","우주 리듬을 타라 ","디팩 초프라 지음 ;이현주 옮김","샨티","2013","","9788991075832","03200","273","30",
"222","성경 2.0 =(The) Bible","Hitoon.com 기획 ;배광선 그림","CMcreative","2013-2015","1","9788997923021","67230","233","30",
"222","그리스 신들은 왜 종교가 되지 못했나 :철학과 민주주의를 발명한 고대 그리스인들의 새로운 시각 ","후지무라 시신 지음 ;오경화 옮김","대원씨아이","2017","","9791133454839","03910","219.21","30",
"222","내 마음도 쉴 곳이 필요해요 :크리스천 정신과의사의 마음챙김 ","유은정 지음","규장","2022","","9791165042851","03230","235.36","30",
"222","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","4","9791193031209","77890","219","30",
"236","기독교의 기본진리 ","존 스토트 지음 ;황을호 옮김","생명의말씀사","2009","","9788904101016","03230","231","29",
"236","(지금 깨어나고 있는 당신을 위한) 사랑 사용법 ","맷 칸 지음 ;유영일 옮김","정신세계사","2017","","9788935704064","03200","214","29",
"236","내 영혼이 내 인생을 계획했다면 ","지나 레이크 지음 ;류한동 옮김","정신세계사","2024","","9788935704682","03290","299","29",
"236","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","12","9788950971472","74800","219","29",
"236","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","14","9788950971496","74800","219","29",
"236","신화의 힘 ","조셉 캠벨,이윤기 옮김","북이십일","2017","","9788950971854","03210","219","29",
"236","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","5","9788957363058","73840","219","29",
"236","상처받지 않고 끝까지 사랑하기 :내게 상처주는 타인의 말과 행동에서 자유하기 ","지은이: 유은정","규장","2018","","9788960975378","03230","235.36","29",
"236","그리스 로마 신화를 보다 :이미지와 스토리텔링의 신화 여행","지은이: 토머스 불핀치 ;해설: 강대진","리베르스쿨","2016","1","9788965822035","44840","219.2","29",
"236","보통의 질문들 :삶의 자리에서 하나님을 찾는 이들을 위한 ","조재욱 지음","토기장이","2021","","9788977824515","03230","234.8","29",
"236","고전 신화 백과 :한 권으로 끝내는 그리스 로마 신화 속 신·영웅·님페·괴물·장소 ","아네트 기제케 지음 ;이영아 옮김","知와 사랑","2022","","9788989007906","03030","219.2","29",
"236","천 개의 우주 :우리가 잃어버린 세상의 모든 창조 신화 22 ","앤서니 애브니 지음 ;이초희 옮김","청림출판","2022","","9791155402030","03900","219","29",
"236","대체로 무해한 이슬람 이야기 :천의 얼굴을 가진 이슬람 문명의 위대한 모험 ","황의현 지음","씨아이알","2023","","9791168561717","93910","280","29",
"236","(알아두면 잘난 척하기 딱 좋은) 샤머니즘의 세계 =The world of the shamanism : a perfect book for humblebrag ","이상화 지음","노마드","2022","","9791186288580","03900","211.18","29",
"236","북유럽 신화 :바이킹의 신들 ","케빈 크로슬리-홀런드 지음 ;서미석 옮김","현대지성","2016","","9791187142003","03210","219.23","29",
"236","(처음 시작하는) 북유럽 신화 =Norse mythology ","요시다 아쓰히코 지음 ;서수지 옮김","책비","2019","","9791187400455","03900","219.23","29",
"236","아름다운 우리 절을 걷다 :누구나 찾지만 잘 알지 못하는 사찰을 구석구석 즐기는 방법 ","탁현규 지음","지식서재","2021","","9791190266031","03980","226.911","29",
"236","신화 콘서트 =통으로 읽는 세계 7대 신화 /The concert of mythology ","김상훈 글 ;조금희 그림","행복한작업실","2020","","9791196381578","03210","219","29",
"254","티벳 死者의 書","파드마 삼바바 지음;류시화 옮김","정신세계사","1995","","9788935700660","03220","229","28",
"254","(보르헤스의) 상상 동물 이야기 ","지은이: 호르헤 루이스 보르헤스 ;옮긴이: 남진희","민음사","2016","","9788937433061","03870","219","28",
"254","오늘, 믿음으로 산다는 것 ","글·사진: 이요셉","규장","2019","","9788960975675","03230","234.8","28",
"254","사찰에는 도깨비도 살고 삼신할미도 산다 ","노승대 지음","불광출판사","2019","","9788974796976","03910","220.911","28",
"254","지도에서 사라진 종교들 :잊혀지는 신앙과 사라진 신들의 역사 ","도현신 지음","서해문집","2016","","9788974838027","03900","210","28",
"254","신과 나눈 이야기","닐 도널드 월시 지음;조경숙 옮김","아름드리미디어","1999","3","9788988404096","03810","214","28",
"254","디바인 매트릭스 :마음이 작동하는 숨겨진 원리 ","그렉 브레이든 지음 ;김시현 옮김","굿모닝미디어","2008","","9788989874317","03180","204.4","28",
"254","위즈덤 :오프라 윈프리, 세기의 지성에게 삶의 길을 묻다 ","오프라 윈프리 지음 ;노혜숙 옮김","다산북스","2019","","9791130622033","03840","214","28",
"254","만화 한국 신화 :어린이를 위한 우리 인문학","글: 박정효 ;김기수","다산북스","2023","2","9791130698182","77810","219","28",
"254","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","5","9791164138920","77890","219","28",
"254","다시, 신화를 읽는 시간 :신화학의 거장 조지프 캠벨의 '인생과 신화' 특강 ","조지프 캠벨 지음 ;권영주 옮김","길벗","2020","","9791165212919","03100","219","28",
"254","(디팩초프라의) 완전한 명상 :불안한 일상에서 완전한 행복으로 가는 7일 명상 ","디팩 초프라 지음 ;최린 옮김","센시오","2021","","9791166570506","03320","214","28",
"254","김원익의 그리스 신화 :알파에서 오메가까지 ","김원익 지음","세창출판사","2022","1","9791166841187","04210","219.21","28",
"254","신은 성서를 쓰지 않았다 :천 년에 걸친 인류사의 기록 다시 읽기 ","카럴 판스하이크,추선영 옮김","시공사","2023","","9791169254489","03200","233.08","28",
"254","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","2","9791191496949","77890","219","28",
"269","머물지 말고 흘러라 :성자 안젤름 그륀의 마음 순례기 ","안젤름 그륀 지음 ;서문연 옮김","북이십일 21세기북스","2009","","9788950916435","03810","234.3","27",
"269","화내지 않는 연습 ","코이케 류노스케 지음 ;양영철 옮김","북이십일 21세기북스","2011","","9788950929152","03400","224.3","27",
"269","왜 기도하는가 =Why pray ","조정민 지음","두란노","2017","","9788953129719","04230","237.2","27",
"269","매일 기도 =때를 따라 드리는 365개 기도문 /Daily prayer ","조정민 지음","두란노(두란노서원)","2021","","9788953139527","03230","237.2","27",
"269","마음을 따르지 않을 용기 :이 시대를 집어삼킨 '나'라는 신에 맞서다 ","사디어스 윌리엄스 지음 ;윤종석 옮김","두란노(두란노서원)","2024","","9788953148031","03230","234.8","27",
"269","신화, 치유, 인간 :삶이 흔들릴 때 신화가 건네는 치유의 말들 ","신동흔 지음","아카넷","2023","","9788957338377","03100","219","27",
"269","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","7","9788957363072","77840","219","27",
"269","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","8","9788957363089","77840","219","27",
"269","철학자의 불교 공부 노트 ","지지엔즈 지음 ;류화송 공역","불광출판사","2022","","9788974791179","03100","220.1","27",
"269","(일묵 스님이 들려주는) 초기불교 윤회 이야기 :당신 다음 삶을 바꾸는 불교 강의 ","지은이: 일묵","불광출판사","2019","","9788974794972","03220","221.4","27",
"269","(불교 최초의 경전)숫타니 파타","법정 옮김","이레","1999","","9788985599238","03800","223.1","27",
"269","(미국 소비자연구위원회가 선정한) 뇌, 하나님 설계의 비밀 :하나님을 어떻게 믿느냐에 따라 뇌가 변하고 삶이 변했다 ","티머시 R. 제닝스 지음 ;윤종석 옮김","CUP","2015","","9788988042717","03230","234.8","27",
"269","다른 의견을 가질 권리 ","슈테판 츠바이크 지음 ;안인희 옮김","바오출판사","2009","","9788991428072","03990","230.99","27",
"269","(처음 읽는) 그리스 로마 신화 =First Greek mythology","글: 최설희 ;그림: 한현동","미래엔","2020","4","9791164137893","77890","219","27",
"269","신의 전쟁 :성스러운 폭력의 역사 ","지은이: 카렌 암스트롱 ;옮긴이: 정영목","교양인","2021","","9791187064671","03900","215.83","27",
"269","습관이 영성이다 :영성 형성에 미치는 습관의 힘 ","제임스 K. A. 스미스 지음 ;박세혁 옮김","비아토르","2018","","9791188255139","03230","237","27",
"269","잘 산다는 것 :예수님의 길을 걷는 지혜로운 사람 ","지은이: 유진 피터슨 ;옮긴이: 홍종락","복 있는 사람","2022","","9791192675152","03230","234.8","27",
"269","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","5","9791193031278","77890","219","27",
"269","나의 믿음 ","헤르만 헤세 지음 ;강민경 옮김","Roman(로만)","2024","","9791197301643","03850","200","27",
"288","하나님의 투자수업 ","서창희 지음","생명의말씀사","2023","","9788904168194","03230","235.84","26",
"288","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","31","9788950941567","74800","219","26",
"288","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","13","9788950971489","74800","219","26",
"288","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","24","9788950971595","74800","219","26",
"288","죽음에 관하여 ","팀 켈러 지음 ;윤종석 옮김","두란노(두란노서원)","2020","","9788953138247","04230","231.62","26",
"288","새가족반 :그리스도 안에서 만나는 행복의 시작 ","지은이: 이정규","복 있는 사람","2018","","9788963602370","03230","235.73","26",
"288","아이네이스","베르길리우스 지음;천병희 옮김","숲","2007","","9788991290181","93890","219.22","26",
"288","처음 만나는 북유럽 신화 =Norse mythology ","이경덕 지음","원더박스","2018","","9788998602833","03210","219.23","26",
"288","진리와 자유의 길 ","법정 지음","지식을만드는지식","2021","","9791128856846","03220","221","26",
"288","만화 한국 신화 :어린이를 위한 우리 인문학","글: 박정효 ;김기수","다산북스","2023","3","9791130698434","77810","219","26",
"288","나는기록하기로 했다 :하나님 영광을 위한 작은 날들의 피 묻은 고백 ","지은이: 한근영","규장","2023","","9791165044596","03230","234.8","26",
"288","사찰 순례 :무엇을 어떻게 볼 것인가 ","조보연 지음","한숲","2018","","9791187511120","03220","226.911","26",
"288","성서의 역사 :세상에서 가장 영향력 있는 책 이야기 ","존 바턴 지음 ;박규태 옮김","비아토르","2023","","9791191851816","03900","233.09","26",
"288","(설민석의) 그리스 로마 신화 대모험","글: 설민석,만화: 이미나","Dankkum i(단꿈아이)","2022","6","9791193031377","77890","219","26",
"288","보이지 않는 이웃들 :세계의 신화와 전설 속에 잠든 초자연적 존재들 그들과 함께 떠나는 환상세계로의 모험 ","양승욱 지음","탐나는책","2024","","9791193130438","03380","219","26",
"288","(강남길의 명화와 함께 후루룩 읽는) 그리스 로마 신화 ","엮은이: 강남길","Delphi Studio(델피 스튜디오)","2023","3","9791197678356","03890","219.21","26",
"304","나를 위한 신화력 =나를 온전히 이해하기 위한 신화 수업 /The power of mythology ","유선경 지음","김영사","2021","","9788934944126","03100","219","25",
"304","고백록 ","저자: 성 아우구스티누스 ;옮긴이: 박문재","크리스천다이제스트","2016","","9788944724084","04230","231.8","25",
"304","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","32","9788950941574","74800","219","25",
"304","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","15","9788950971502","74800","219","25",
"304","(팀 켈러,) 당신을 위한 로마서","팀 켈러 지음 ;김건우 옮김","두란노서원","2014-2015","1","9788953121218","04230","233.71","25",
"304","생각이 내가 된다 :청년 멘토 이영표를 움직이는 가치들 ","이영표 지음","두란노서원","2018","","9788953131507","03230","234.8","25",
"304","삶이 뜻대로 안 될 때 :낙심, 피로, 분노, 불안을 끊는 온전한 연결 ","카일 아이들먼 지음 ;정성묵 옮김","두란노(두란노서원)","2023","","9788953145375","03230","235.35","25",
"304","삶이 내게 말을 걸어올 때 :가장 나답게 사는 길은 무엇일까? ","파커 J. 파머 지음 ;홍윤주 옮김","한문화(한문화멀티미디어)","2020","","9788956993478","03810","234.8","25",
"304","왕의 음성 :하나님의 음성을 듣는 삶 ","홍성건,김미진 지음","규장","2015","","9788960974258","03230","234.8","25",
"304","(법정스님으로부터) 무소유를 읽다 ","고수유 지음","씽크스마트","2016","","9788965291336","03200","220.99","25",
"304","그 청년 바보의사 ","안수현 지음 ;이기섭 엮음","아름다운사람들","2009","","9788991066700","03810","230.4","25",
"304","철학자 예수 :종교로부터 예수 구하기 =Jesus the philosopher : saving Jesus from religion ","지은이: 강남순","행성B(행성비)","2024","","9791164712625","03100","232","25",
"304","카이로스 =보이지 않는 영적 세계의 원리 /Kairos ","지은이: 고성준","규장","2020","","9791165041335","03230","234.8","25",
"304","신앙고민 백문백답 :뻔한 질문에 뻔하지 않은 대답 ","김선교 지음","규장","2023","","9791165044367","03230","234.8","25",
"304","하나님의 DNA ","지은이: 최상훈","규장","2024","","9791165045432","03230","234.8","25",
"304","야단법석","법륜 지음","정토출판","2017","2","9791187297055","04080","224.2","25",
"320","(안인희의) 북유럽 신화 =Norse mythology","안인희","웅진씽크빅","2007-2011","1","9788901063058","04210","219.2","24",
"320","모든 일에는 때가 있다 :지나감을 후회하고 다가옴을 걱정하는 당신을 위한 영적 메시지 ","조앤 치티스터 지음 ;박정애 옮김","가톨릭출판사","2017","","9788932114705","03230","233.38","24",
"320","달라이 라마의 행복론","달라이 라마;류시화 옮김","김영사","2001","","9788934908111","03840","229","24",
"320","고통의 문제 ","C.S. 루이스 지음 ;이종태 옮김","홍성사","2018","","9788936513252","03230","231.18","24",
"320","그리스 로마 신화","글: 박시연 ;정보글: 강대진","북이십일","2017","23","9788950971588","74800","219","24",
"320","고난이 선물이다 :조정민 잠언록 ","조정민 지음 ;추덕영 [그림]","두란노","2018","","9788953133655","03230","234.3","24",
"320","예수는 역사다 :누가 예수를 신화라 하는가 ","리 스트로벨 지음 ;박중렬 옮김","두란노(두란노서원)","2021","","9788953140493","03230","232.8","24",
"320","아시아 신화는 처음이지? ","김남일 지음","자음과모음","2020","","9788954442039","44080","219","24",
"320","에니어그램의 영적인 지혜 :진정한 '나'는 성격 너머에 있다 ","산드라 마이트리 지음 ;김세화 옮김","한문화","2016","","9788956992884","03180","211.1","24",
"320","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","11","9788957363119","77840","219","24",
"320","신탁 콤플렉스 :신화와 전설로 읽는 한국 사회의 불안과 점복 문화 ","조현설 지음","이학사","2024","","9788961474405","03380","219.11","24",
"320","한국의 할매신을 만나다 :여성, 나 자신을 찾아서 ","김경희 글·사진","공명","2022","","9788997870691","03210","219.11","24",
"320","성경 2.0 =(The) Bible","Hitoon.com 기획 ;배광선 그림","CMcreative","2013-2015","2","9788997923038","67230","233","24",
"320","사찰의 비밀 :일주문에서 대웅전 뒤편 산신각까지 구석구석 숨겨진 ","자현 지음","담앤북스","2014","","9788998946340","03220","226.9","24",
"320","(하루 한 장 마음이 편해지는) 반야심경의 말 ","우뤄취안 지음 ;이서연 옮김","길벗","2022","","9791140700875","03190","223.53","24",
"320","불교는 왜 그래? :불교가 궁금한 이들에게 전하는 속 시원한 해답 33 ","지은이: 장웅연 ;그린이: 최밈밈","담앤북스","2017","","9791162010112","03220","220.4","24",
"320","판도라는 죄가 없다 :우리가 오해한 신화 속 여성들을 다시 만나는 순간 ","나탈리 헤인즈 지음 ;이현숙 옮김","매경출판","2022","","9791164844173","03210","219.21","24",
"320","카이로스 =보이지 않는 영적 세계의 원리 /Kairos ","지은이: 고성준","규장","2020","1","9791165041335","03230","234.8","24",
"320","사랑하는 내 딸, 애썼다 :마음이 아픈 이들을 다시 세우시는 하나님 음성 ","지은이: 한혜성","규장","2021","","9791165041908","03230","234.8","24",
"320","한국 교회 트렌드 2024 :정확한 조사 데이터에 근거한 교회 수축의 시대 2024년 한국 교회 전망과 전략 ","지은이: 지용근,편저: 신상목","규장","2023","","9791165044640","03230","236.911","24",
"320","(도표로 읽는) 불교교리 ","글: 법상 ;그림: 용정운","민족사","2020","","9791189269746","03220","221","24",
"320","연애학교 ","지은이: 게리 토마스 ;본문 일러스트: 바이블 박","CUP","2022","","9791190564359","03230","234.8","24",
"320","집 떠나 사는 즐거움 :해인사 학인스님들의 속마음 100% 출가 일기 ","해인사승가대학,소리여행 그림","불광출판사","2023","","9791192476865","03220","220.4","24",
"343","소명 :인생의 목적을 발견하고 성취하는 길 ","오스 기니스[지음] ;홍병룡 옮김","한국기독학생회출판부","2019","","9788932817071","03230","234.8","23",
"343","어른의 서유기 :철들고 다시 읽는, 원숭이 부처 되는 기똥찬 이야기 ","성태용 지음","정신세계사","2019","","9788935704279","03220","224.81","23",
"343","네 가지 사랑 ","C.S. 루이스 지음 ;이종태 옮김","홍성사","2019","","9788936513504","03230","234.14","23",
"343","(믿는 대로 된다)긍정의 힘","조엘 오스틴 지음;엔터스 코리아 옮김","두란노서원","2005","","9788953105409","03230","234.3","23",
"343","먹다 듣다 걷다 :교회는 지금 무엇을 할 수 있는가 ","이어령 지음","두란노(두란노서원)","2022","","9788953135239","03230","235.8","23",
"343","(만화로 보는)그리스 로마 신화","토머스 불핀치 지음;서영 그림","가나출판사","2005","14","9788957363140","77840","219","23",
