검색조건
대출기간,2024-01-01 ~ 2024-12-28
성별,전체
연령,20대
지역,전체
ISBN 부가기호,전체
주제,총류
세부주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-12-29
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"253","잡학사전 통조림 :지식을 쌓으려면 통째로, 조목조목! ","엔사이클로넷 지음 ;이강훈 그림","사람과나무사이","2022","","9791188635689","03000","031","85",
"253","서평가의 독서법 :분열과 고립의 시대의 책읽기 ","미치코 가쿠타니 지음 ;김영선 옮김","돌베개","2023","","9791192836003","03800","029.1","85",
"253","(한 권으로 끝내는) 노션 ='일잘러'들의 생산성 향상 비법 /Notion ","지음: 피터 킴,이석현","애드앤미디어","2020","","9791196626365","13000","005.58","85",
"261","UX 디자이너로 일하고 있습니다 :현직 UXer가 들려주는 UX 디자인 커리어 가이드 ","변민수 지음","천그루숲","2022","","9791192227788","13320","004.78","84",
"261","감으로 읽고 각으로 쓴다 :활자중독자 김미옥의 읽기·쓰기의 감각 ","지은이: 김미옥","파람북","2024","","9791192964942","03800","029.1","84",
"263","읽자마자 IT 전문가가 되는 네트워크 교과서 :코딩, 프로그래밍, 해킹과 보안, IT 엔지니어링의 기초가 탄탄해지는 네트워크의 구조와 작동 원리 ","아티클 19 지음 ;심태은 옮김","보누스","2023","","9788964946060","03000","004.5","83",
"263","인간이 그리는 무늬 :욕망하는 인문적 통찰의 힘 ","최진석 지음","소나무","2013","","9788971390849","03810","001.3","83",
"263","아는 만큼 보이는 프런트엔드 개발 :한 권으로 보는 프런트엔드 로드맵과 학습 가이드 ","김기수 지음","길벗","2023","","9791140706389","93000","005.118","83",
"263","(회사에서 바로 통하는) 실무 엑셀 파워포인트 워드&한글 :모든 버전 사용 가능 ","전미진,신면철 지음","한빛미디어","2020","","9791162243008","13000","005.5","83",
"263","도메인 주도 개발 시작하기 :DDD 핵심 개념 정리부터 구현까지 ","최범균 지음","한빛미디어","2022","","9791162245385","93000","005.12","83",
"263","(그림으로 공부하는) IT 인프라 구조 =IT infrastructure ","야마자키 야스시,김완섭 옮김","Jpub(제이펍)","2015","","9791185890265","93000","004.2","83",
"263","Node.js 백엔드 개발자 되기 :Typescript+Node.js+Express+NestJS로 배우는 자바스크립트 백엔드 입문자를 위한 풀 패키지 ","지은이: 박승규","Golden Rabbit(골든래빗)","2023","","9791191905274","93000","005.138","83",
"263","(프로크리에이트로 시작하는) 아이패드 드로잉 =데일리 디지털 드로잉부터 굿즈 제작까지 /iPad drawing ","수지 지음","책밥","2020","","9791196845391","13000","005.56","83",
"271","자바 앱 개발 워크북 :성장하는 개발자를 만드는 실무형 로드맵 ","구멍가게 코딩단 지음","프리렉","2022","","9788965403340","93000","005.138","82",
"271","(상위 1%만 아는) 알아두면 쓸 데 있는 新잡학상식 :읽고 나면 마구마구 자랑하고 싶어지는 찐 잡학상식 611 ","[온스토리] 편집부 편","온스토리","2020","","9788998934378","03030","031","82",
"271","(캐릭터 제작을 위한) 블렌더 3D 모델링&렌더링 :3D 기초부터 스컬프팅, 토폴로지, 실사 같은 재질, 애니메이션 표현까지! ","지은이: 3dtotal publishing ;옮긴이: 안동현","이지스퍼블리싱","2023","","9791163035022","13000","004.76","82",
"271","된다! 하루 만에 끝내는 챗GPT 활용법 =인공지능에게 일 시키고 시간 버는 법 /Gotcha! How to use ChatGPT that ends in a day ","프롬프트 크리에이터 지음","이지스퍼블리싱","2024","","9791163035459","13000","004.73","82",
"271","(망가진 책에 담긴 기억을 되살리는) 어느 책 수선가의 기록 ","지은이: 재영 책수선","위즈덤하우스","2021","","9791168120716","03810","012.7","82",
"271","알고리즘 도감 :그림으로 배우는 알고리즘 26 =Algorithms: explanined & animated ","이시다 모리테루,김완섭 옮김","Jpub(제이펍)","2018","","9791188621125","93000","005.1","82",
"277","토비의 스프링 3.1","이일민 지음","에이콘출판","2012","1","9788960773417","94560","005.135","81",
"277","서점 일기 :세상 끝 서점을 비추는 365가지 그림자 ","숀 비텔 지음 ;김마림 옮김","여름언덕","2021","","9791155100936","03840","013.33","81",
"277","(쉽게 배우는) 운영체제 =Introducation operating systems ","조성호 지음","한빛아카데미","2018","","9791156644071","93000","005.43","81",
"277","커리어 스킬 :완벽한 개발자 인생 로드맵 ","존 손메즈 지음 ;이미령 옮김","길벗","2019","","9791160507621","93000","005.104","81",
"277","(맛있는 디자인) 포토샵 & 일러스트레이터 CC 2023 ","빨간고래,윤이사라 지음","한빛미디어","2023","","9791169210744","13000","005.565","81",
"277","(만들면서 배우는) 파이썬과 40개의 작품들 :자동화, 크롤링, 이미지처리, 데이터분석, 웹 페이지, GUI 프로그램, 게임, 인공지능 프로그램 직접 만들며 배우기 ","지은이: 장문철","앤써북","2022","","9791185553931","13000","005.133","81",
"283","독서는 절대 나를 배신하지 않는다 :서른 살 빈털터리 대학원생을 메이지대 교수로 만든 공부법 25 ","사이토 다카시 지음 ;김효진 옮김","웅진씽크빅","2015","","9788901204208","03020","029.4","80",
"283","HTTP 완벽 가이드 :웹은 어떻게 동작하는가 ","데이빗 고울리,정상일 옮김","인사이트","2014","","9788966261208","13000","004.583","80",
"283","처음 만나는 피그마 :설계부터 협업까지 올인원 UX/UI 제작 툴 ","송아미 지음","인사이트","2020","","9788966262830","13560","004.78","80",
"283","모두의 데이터 분석 =실생활 예제로 시작하는 데이터 분석 첫걸음 /Data analysis for everyone ","송석리,이현아 지음","길벗","2019","","9791160507812","93000","005.76","80",
"283","나는 네이버 프런트엔드 개발자입니다 :Naver 개발자들이 들려주는 생생한 개발 문화와 성장 스토리 ","김지한,윤영제 지음","Jpub(제이펍)","2023","","9791192987118","13000","005.104","80",
"288","(뉴욕 프로덕트 디자이너가 알려주는) UX 디자인 입문 A to Z :UX의 본질적인 개념부터 실무 UX/UI 디자인 원리, 커리어 설계까지 ","에릭 지음","위키북스","2022","","9791158393328","93000","004.78","79",
"288","지적 대화를 위한 넓고 얕은 지식 1 - 현실 편 : 역사 / 경제 / 정치 / 사회 / 윤리","채사장 (지은이)","웨일북","2020","","9791190313186","","001.3","79",
"288","(쏙쏙 들어오는) 함수형 코딩 :심플한 코드로 복잡한 소프트웨어 길들이기 ","에릭 노먼드 지음 ;김은민 옮김","Jpub(제이펍)","2022","","9791191600759","93000","005.133","79",
"288","편집 후기 :결국 책을 사랑하는 일 ","지은이: 오경철","교유당","2023","","9791192968247","03810","011.4","79",
"292","(프로그래밍 대회에서 배우는) 알고리즘 문제 해결 전략 =Algorithmic problem solving strategies","구종만 지음","인사이트","2012","1","9788966260546","13560","005.1","78",
"292","읽지 않은 책에 대해 말하는 법 =How to talk about books you haven't read ","지은이: 피에르 바야르 ;옮긴이: 김병욱","여름언덕","2008","","9788989348979","03800","029","78",
"292","일잘러는 노션으로 일합니다 :창업자, 스타트업, 프리랜서, 1인 기업가가 알아야 할 실전 노션 활용법 ","김대중 지음","원앤원북스","2022","","9791170432814","03320","005.58","78",
"292","된다! 김메주의 유튜브 영상 만들기 =예능 자막부터 비밀스러운 광고 수익까지! /Gotcha! Kim Mejoo's making Youtube contents ","김혜주 지음","이지스퍼블리싱","2018","","9791188612956","13000","004.59","78",
"296","세상을 읽는 새로운 언어, 빅데이터 :삶을 바꾸고 미래를 혁신하는 빅데이터의 모든 것 ","조성준 지음","21세기북스","2019","","9788950982737","04300","005.76","77",
"296","AI 수익화 전략 :챗GPT 시대 생성형 AI 활용법을 배우다 ","김동석 지음","경향BP(경향비피)","2024","","9788969525819","03320","004.73","77",
"296","블랙스완 :위험 가득한 세상에서 안전하게 살아남기 ","나심 니콜라스 탈레브 지음 ;김현구 옮김","동녘사이언스","2018","","9788990247674","03320","003.54","77",
"296","진짜 챗GPT 활용법 :엑셀 활용법부터 블로그 자동화, 유튜브 콘텐츠 생성, 미드저니와 주식/부동산 데이터분석까지 ","김준성,안상준 지음","위키북스","2023","","9791158394721","13000","004.73","77",
"296","모두의 SQL =누구나 쉽게 배우는 데이터 분석 기초 /SQL for everyone ","김도연 지음","길벗","2018","","9791160505771","93000","005.755","77",
"296","모던 자바 인 액션 :전문가를 위한 자바 8, 9, 10 기법 가이드 ","지은이: 라울-게이브리얼 우르마,옮긴이: 우정은","한빛미디어","2019","","9791162242025","93000","005.133","77",
"296","파이썬 증권 데이터 분석 :파이썬 입문, 웹 스크레이핑, 트레이딩 전략, 자동 매매, 딥러닝을 이용한 주가 예측까지 ","김황후 지음","한빛미디어","2020","","9791162243206","93000","005.133","77",
"303","(C언어로 쉽게 풀어쓴) 자료구조 ","천인국,하상호 지음","생능출판","2019","","9788970509716","93560","005.73","76",
"303","만화로 보는 IT 상식사전 :챗GPT부터 웹3.0, 블록체인, 양자컴퓨터까지 디지털 시대 필수 교양서 ","글: 윤진 ;그림: 이솔","길벗","2023","","9791140704149","03320","004","76",
"303","(맛있는 디자인) 포토샵 & 일러스트레이터 CC 2022 ","빨간고래,윤이사라 지음","한빛미디어","2022","","9791162245101","13000","005.565","76",
"303","딥러닝 파이토치 교과서 =Deep learning with pytorch ","서지영 지음","길벗","2022","","9791165218942","93000","004.73","76",
"303","혼자 공부하는 C언어 :1:1 과외하듯 배우는 프로그래밍 자습서 ","서현우 지음","한빛미디어","2023","","9791169210911","94000","005.133","76",
"308","(그림으로 배우는) http & network basic ","우에노 센 지음 ;이병억 옮김","Youngjin.com(영진닷컴)","2015","","9788931447897","13000","004.57","75",
"308","(영화/게임/웹툰/애니메이션의 컨셉 아트를 위한) 로호의 배경 일러스트 메이킹 ","고아라 지음","정보문화사","2019","","9788956748252","13000","004.76","75",
"308","편집자의 사생활 ","고우리 지음","미디어샘","2023","","9788968572227","04810","011.404","75",
"308","지적 대화를 위한 넓고 얕은 지식","채사장 지음","한빛비즈","2014","2","9788994120966","13100","001.3","75",
"308","(조코딩의 챗GPT API를 활용한) 수익형 웹 서비스 만들기 :챗GPT API, Javascript, AWS, Node.js를 활용한 웹 서비스 개발 ","조동근 지음","한빛미디어","2024","","9791169211857","93000","005.118","75",
"308","(그림으로 공부하는) TCP/IP 구조 ","미야타 히로시 지음 ;김모세 옮김","Jpub(제이펍)","2021","","9791191600414","93000","004.52","75",
"308","(한 권으로 끝내는) 노션 ='일잘러'들의 생산성 향상 비법 /Notion ","피터 킴,이석현 지음","애드앤미디어","2020","","9791197193521","03000","005.58","75",
"308","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","3","9791197578434","74900","001","75",
"316","코딩 인터뷰 완전 분석 :189가지 프로그래밍 문제와 해법 ","게일 라크만 맥도웰 지음 ;이창현 옮김","인사이트","2017","","9788966263080","13560","005.1","74",
"316","모두의 구글 애널리틱스4 =GA4로 하는 디지털 마케팅 데이터 분석 /Google analytics4 for everyone ","김도연 지음","길벗","2023","","9791140702794","93000","005.76","74",
"316","(11가지 프로젝트로 시작하는) 파이썬 생활 프로그래밍 ","김창현 지음","이지스퍼블리싱","2020","","9791163031734","13000","005.133","74",
"319","실례지만, 이 책이 시급합니다 ","지은이: 이수은","민음사","2020","","9788937479946","03810","029.1","73",
"319","고전의 고전 :서양 고전학자들이 들려주는 문사철 탄생의 순간 10 ","지은이: 강대진,장시은","아카넷","2021","","9788957337264","03000","001.3","73",
"319","당신도 지금보다 10배 빨리 책을 읽는다 :속독 챔피언이 알려주는 1일 10분 속독법 ","쓰노다 가즈마사 지음 ;이해수 옮김","좋은날들","2019","","9788998625375","03320","029.4","73",
"319","(이성원 강사의) 3분 엑셀 :누구나 아는 나만 모르는 IT ","이성원 지음","한빛미디어","2020","","9791162243565","13000","005.53","73",
"319","(혼자 해도 프로처럼 잘 만드는) 굿즈 제작 비법 :굿즈 업체별 특징부터 영상 강의까지, 빨간고래의 굿즈 만들기 바이블 ","빨간고래 지음","한빛미디어","2024","","9791169212441","13000","005.565","73",
"319","서평 글쓰기 특강 :생각 정리의 기술 ","김민영,황선애 지음","북바이북","2015","","9791185400136","03800","029.1","73",
"325","챗GPT & AI 활용법 ","앤미디어 지음","BM성안당","2023","","9788931559842","93000","004.73","72",
"325","SQL 첫걸음 :하루 30분 36강으로 배우는 완전 초보의 SQL 따라잡기 ","아사이 아츠시 지음 ;박준용 옮김","한빛미디어","2015","","9788968482311","93000","005.755","72",
"325","리팩터링 :코드 구조를 체계적으로 개선하여 효율적인 리팩터링 구현하기 ","지은이: 마틴 파울러 ;남기혁","한빛미디어","2020","","9791162242742","93000","005.14","72",
"325","유튜브 영상 편집+자막 무작정 따라하기 :with 프리미어 프로 ","김은서 지음","길벗","2020","","9791165210915","03000","005.567","72",
"325","구글에서 배운 직장인 실무 컴퓨터 활용 45 :일잘러를 위한 윈도우, 엑셀, 파워포인트, 워드, 이메일 사용법 ","이노우에 마사히로 지음 ;김연수 옮김","Jpub(제이펍)","2020","","9791190665193","13000","005.5","72",
"330","(오준석의) 플러터 생존코딩 :flutter와 dart 입문부터 안드로이드와 iOS용 3가지 앱 개발까지 ","오준석 지음","한빛미디어","2020","","9791162242834","93000","005.11","71",
"330","요즘 개발자 :MZ 선배가 전하는 학습·커리어 브랜딩·취업과 이직·협업·네트워킹 기술 ","임동준,고예슬 지음","한빛미디어","2023","","9791169211864","93000","005.104","71",
"330","난생처음 독서 모임 :혼자도 좋지만, 혼자만 읽기는 좀 허전해서 ","김설 지음","이퍼블릭","2024","","9791169518673","03810","029.04","71",
"330","(명쾌한 설명과 풍부한 그림으로 배우는) TCPIP 쉽게, 더 쉽게 ","리브로웍스 지음 ;신상재 옮김","Jpub(제이펍)","2016","","9791185890678","93000","004.52","71",
"330","개발자 원칙 =테크 리더 9인이 말하는 더 나은 개발자로 살아가는 원칙과 철학 /Developer principle ","박성철,장동수 공저","Golden Rabbit(골든래빗)","2022","","9791191905236","93000","005.104","71",
"335","사용자의 마음을 움직이는 UX 디자인의 힘 :경험 디자이너의 실전 리포트 ","김동후 지음","맹그로브숲","2021","","9788998550059","13560","004.78","70",
"335","하루 10분, 전자책으로 월급 벌기 =Make money with e-book ","박현조 지음","길벗","2023","","9791140704873","03000","013.1","70",
"335","ChatGPT로 시작하는 대화형 인공지능 활용법 ","김상윤 지음","에이콘(에이콘출판주식회사)","2023","","9791161757414","93000","004.73","70",
"335","(개발자를 위한) 챗GPT 활용법 ","오현석 지음","심통","2023","","9791197973024","13000","005.13","70",
"339","창조적 시선 =인류 최초의 창조 학교 바우하우스 이야기 /Creative perspective ","지은이: 김정운 ;사진: 윤광준","Arte(북이십일 아르테)","2023","","9788950937577","03180","001.3","69",
"339","역사를 바꾼 100책 =3000년 인류사의 전환점이 된 고전들 /100 books that changed history ","집필진: EBS 독서진흥 자문위원회,하선규","한국교육방송공사","2023","","9788954782234","03900","029.1","69",
"339","인공지능은 나의 읽기-쓰기를 어떻게 바꿀까 :지금 준비해야 할 문해력의 미래 ","김성우 지음","유유","2024","","9791167700988","03000","004.73","69",
"339","챗GPT 입문 가이드 :당신의 일상을 바꾸는 인공지능 ","안상진 지음","미문사","2023","","9791187812357","03320","004.73","69",
"339","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","4","9791197578441","74900","001","69",
"339","챗GPT 개발자 핸드북 :마이크로소프트 AI 개발자가 알려주는 GPT 활용 노하우 ","주한나 지음","한빛미디어","2023","","9791198140852","93000","004.73","69",
"345","챗GPT와 썸타기 :놀랄 만큼 쉬운 chatGPT 활용법 ","한선관,김도용 지음","BM성안당","2023","","9788931559859","93000","004.73","68",
"345","생각 수업 :온전한 나로 살아가기 위한 최고의 질문 ","지은이: 박웅현,안병옥","시공사","2015","","9788952777775","03300","001","68",
"345","읽는 직업 :독자, 저자, 그리고 편집자의 삶 ","지은이: 이은혜","마음산책","2020","","9788960906440","03300","011.4","68",
"345","이펙티브 타입스크립트 :동작 원리의 이해와 구체적인 조언 62가지 ","댄 밴더캄 지음 ;장원호 옮김","인사이트","2021","","9788966263134","93000","005.138","68",
"345","AWS 교과서 =개념 설명과 실습 예제로 실속 있게 구성한 AWS 입문서! /AWS textbook ","김원일,김석필 지음","길벗","2023","","9791140706662","93000","004.588","68",
"345","이것이 데이터 분석이다 :파이썬으로 배우는 데이터 분석 입문 ","윤기태 지음","한빛미디어","2020","","9791162242513","93000","005.76","68",
"345","(Do it!) 첫 코딩 with 파이썬 :보통 사람이 알아야 할 프로그래밍 기초 ","정동균 지음","이지스퍼블리싱","2021","","9791163032151","13000","005.133","68",
"345","직장인을 위한 챗GPT :업무 스킬업부터 자기 계발까지! 694개 ChatGPT 파워 프롬프트 가이드 ","이안 클레이턴 지음 ;김상규 옮김","한빛미디어","2023","","9791169211048","93000","004.73","68",
"345","인덱스 :지성사의 가장 위대한 발명품, 색인의 역사 ","데니스 덩컨 지음 ;배동근 옮김","Arte(북이십일 아르테)","2023","","9791171171446","03100","024.45","68",
"354","(포토샵&일러스트레이터) 89가지 디자인 테크닉 =Photoshop & Illustrator 89 design technique ","저자: 쿠스다 사토시,최수영","Youngjin.com(영진닷컴)","2020","","9788931463019","93000","005.565","67",
"354","실용주의 프로그래머 :20주년 기념판 ","데이비드 토머스,정지용 옮김","인사이트","2022","","9788966263363","14000","005.1","67",
"354","불안 대신 인문학을 선택했습니다 :자유롭고 단단한 어른이 되기 위한 43가지 삶의 태도 ","이윤영 지음","나무의철학","2023","","9791158512798","03100","001.3","67",
"354","(만들면서 배우는) 픽셀 아트 :인디 게임 개발자를 위한 도트 디자인 입문서 ","김윤정 지음","한빛미디어","2020","","9791162243459","93000","004.76","67",
"354","된다! 애플펜슬로 사각사각 아이패드 드로잉 :with 프로크리에이트 ","레이나,캘리스마인드 지음","이지스퍼블리싱","2021","","9791163032618","13000","005.56","67",
"354","(UX/UI 디자이너를 위한) 실무 피그마 :디자인 시스템에서 개발 전달까지 ","클레어 정 지음","한빛미디어","2022","","9791169210461","93000","004.78","67",
"354","도서관 여행하는 법 :앎의 세계에 진입하는 모두를 위한 응원과 환대의 시스템 ","임윤희 지음","유유","2019","","9791189683085","04080","026","67",
"354","(유머와 드립이 난무하는) 고전 리뷰툰 ","키두니스트 글·그림","북바이북","2021","","9791190812139","03800","029.1","67",
"362","어른의 교양 :지적이고 독립적인 삶을 위한 생각의 기술 ","천영준 지음","21세기북스(북이십일 21세기북스)","2021","","9788950993986","03100","001.3","66",
"362","박물관을 쓰는 직업 :국립중앙박물관 연구원, 일과 유물에 대한 깊은 사랑을 쓰다 ","지은이: 신지은","마음산책","2022","","9788960907751","03810","069.04","66",
"362","컴퓨터과학이 여는 세계 :세상을 바꾼 컴퓨터, 소프트웨어의 원천 아이디어 그리고 미래 ","이광근 지음","인사이트","2015","","9788966261437","93000","004","66",
"362","슈퍼인텔리전스 :경로, 위험, 전략 ","저자: 닉 보스트롬 ;역자: 조성진","까치","2017","","9788972916321","93000","004.73","66",
"362","(프로크리에이트로 쉽게 그리는) 나만의 아이패드 드로잉 ","지은이: 달콩","혜지원","2020","","9788983795069","13000","004.16","66",
"362","윤성우의 열혈 C++ 프로그래밍 ","저자 : 윤성우","오렌지미디어","2010","","9788996094043","13000","005.135","66",
"362","AI와 살아가기 위한 기초 지식 ","타비타 골드스타우브 지음 ;김소정 옮김","북하우스 퍼블리셔스","2024","","9791164050697","43500","004.7","66",
"362","(아이패드로 그리는) 움직이는 이모티콘 만들기 :with 프로크리에이트 =Make moving emoticons with procreate ","김소희 지음","길벗","2021","","9791165216894","03000","004.16","66",
"362","책 사냥꾼의 도서관 ","앤드루 랭,지여울 옮김","글항아리","2023","","9791169091756","03800","010.9","66",
"362","필독! 개발자 온보딩 가이드 :지속 가능한 소프트웨어와 원활한 협업 문화를 이해하는 프로페셔널 개발자의 탄생 ","크리스 리코미니,장현희 옮김","책만","2023","","9791189909529","93000","005.104","66",
"372","TMI :정보가 너무 많아서 ","캐스 R. 선스타인 지음 ;고기탁 옮김","열린책들","2023","","9788932923888","03300","025.25","65",
"372","이것이 C++이다 :강의 현장을 그대로 옮긴 C++입문서 ","최호성 지음","한빛미디어","2016","","9788968482465","93000","005.133","65",
"372","기술 면접 대비 CS 전공 핵심요약집 :IT 대기업 합격자의 비밀 노트 ","이수진 지음","길벗","2023","","9791140706129","93000","005.138","65",
"372","파이썬 머신러닝 완벽 가이드 :다양한 캐글 예제와 함께 기초 알고리즘부터 최신 기법까지 배우는 ","권철민 지음","위키북스","2022","","9791158393229","93500","004.73","65",
"372","누구나 자료 구조와 알고리즘 :상식으로 이해하는 자료 구조와 알고리즘! ","제이 웬그로우 지음 ;심지현 옮김","길벗","2018","","9791160505061","93000","005.73","65",
"372","(프로 일잘러를 위한) 슬기로운 아이패드 생활 :자기계발부터 목표관리, 취미생활까지 아이패드 100% 활용법 ","이지은 지음","천그루숲","2020","","9791188348633","13320","004.16","65",
"372","프롬프트 엔지니어 =챗GPT가 쏘아올린 신직업 /Prompt engineer ","서승완,채시은 지음","애드앤미디어","2023","","9791198240804","03000","004.73","65",
"379","(언어천재 조승연의) 이야기 인문학 ","조승연 지음","김영사","2013","","9788934965305","03100","001.3","64",
"379","미래를 바꾼 아홉 가지 알고리즘 :컴퓨터 세상을 만든 기발한 아이디어들 ","존 맥코믹 지음 ;민병교 옮김","에이콘출판","2013","","9788960774384","13560","005.1","64",
"379","생존교양 ","지은이: 이용택,김경미","한빛비즈","2020","","9791157844753","03300","001.3","64",
"379","OpenCV 4로 배우는 컴퓨터 비전과 머신 러닝 =Computer vision and machine learning with OpenCV 4 ","황선규 지음","길벗","2019","","9791160507652","93000","004.73","64",
"379","나는 LINE 개발자입니다 :글로벌 개발자로 입문하고 개발하고 성장하는 12가지 방법 ","지은이: 강윤신,엮은이: LINE developer relations 팀","한빛미디어","2019","","9791162242162","13000","005.104","64",
"379","나는 매일 책을 읽기로 했다 :서른 살 고시 5수생을 10만 부 베스트셀러 작가로 만든 기적의 습관! ","김범준 지음","비즈니스북스","2018","","9791162540275","03190","029.4","64",
"379","모두의 리눅스 =누구나 쉽게 시작하는 리눅스 기초 /Linux for everyone ","미야케 히데아키,이동규 옮김","길벗","2021","","9791165218157","93000","005.44","64",
"379","이것이 자바다 :교육 현장에서 가장 많이 쓰이는 JAVA 프로그래밍의 기본서 ","신용권,임경균 지음","한빛미디어","2022","","9791169210027","93000","005.133","64",
"379","(나의 빈틈을 채워주는) 교양 콘서트 :24개의 키워드로 정리하는 이 시대 최소한의 교양! ","김도균,이용주 지음","믹스커피","2022","","9791170433163","03300","001.3","64",
"379","질문이 답이 되는 순간 ","김제동,김창남 지음","나무의마음","2021","","9791190457149","03400","001.3","64",
"389","(오토데스크 스케치북으로 시작하는) 자신 있어 아이패드 & 갤럭시 탭 드로잉 ","이솔기 지음","중앙일보에스","2021","","9788927812135","13000","005.56","63",
"389","기계는 어떻게 생각하고 학습하는가 :6인의 위대한 AI 석학이 조망하는 인공지능의 현재와 미래 ","지은이: 뉴 사이언티스트,옮긴이: 김정민","한빛미디어","2018","","9791162241387","93000","004.73","63",
"389","(Do it!) 모던 자바스크립트 프로그래밍의 정석 :한 권으로 끝내는 웹 개발 교과서 ","고경희 지음","이지스퍼블리싱","2022","","9791163034223","13000","005.138","63",
"389","모두의 딥러닝 =Deep learning for everyone ","지은이: 조태호 ;본문 삽화: 최정을","길벗","2020","","9791165210397","93000","004.73","63",
"389","기초부터 완성까지, 프런트엔드 :개발부터 테스트까지, 이론과 예제로 배우는 프런트엔드 ","이재성,한정 지음","BJpublic(비제이퍼블릭)","2021","","9791165921057","93000","005.118","63",
"389","처음부터 제대로 배우는 스프링 부트 :자바와 코틀린으로 만나는 클라우드 네이티브 애플리케이션 구축 ","지은이: 마크 헤클러 ;서정대","한빛미디어","2023","","9791169210966","93000","005.118","63",
"389","그림으로 배우는 리눅스 구조 ","타케우치 사토루 지음 ;서수환 옮김","한빛미디어","2023","","9791169211352","93000","005.44","63",
"389","부자의 독서법 ","송숙희 지음","북새통","2022","","9791187444770","03320","029.4","63",
"389","좋은 코드, 나쁜 코드 =프로그래머의 코드 품질 개선법 /Good code, bad code ","톰 롱 지음 ;차건회 옮김","Jpub(제이펍)","2022","","9791191600896","93000","005.1","63",
"389","채사장의 지대넓얕 :지적 대화를 위한 넓고 얕은 지식","글: 채사장,그림: 정용환","Dolphin Books(돌핀북)","2021","6","9791197578465","74900","001","63",
"399","나는 한 번 읽은 책은 절대 잊어버리지 않는다 :10년이 지나도 잊어버리지 않는 독서법 ","카바사와 시온 지음 ;은영미 옮김","나라원","2016","","9788970342443","13320","029.4","62",
"399","(스프링 입문을 위한) 자바 객체 지향의 원리와 이해 ","김종민 지음","위키북스","2015","","9788998139940","93000","005.133","62",
"399","코드 없는 알고리즘과 데이터 구조 :기술 면접과 코딩 테스트 직전 살펴봐야 할 필수 개념 90가지 ","암스트롱 수베로 지음 ;류태호 옮김","동양북스","2021","","9791157686902","93000","005.73","62",
"399","(알고리즘으로 배우는) 인공지능, 머신러닝, 딥러닝 입문 ","김의중 지음","위키북스","2016","","9791158390419","93000","004.73","62",
"399","(실전! 스프링 부트와 리액트로 시작하는) 모던 웹 애플리케이션 개발 :스프링 부트와 리액트를 활용한 실습 중심의 풀스택 웹 애플리케이션 개발 ","주하 힌쿨라 지음 ;최민석 옮김","위키북스","2022","","9791158394097","93000","005.118","62",
"399","AI로 일하는 기술 :메타버스, NFT, 자율주행 결국 이 모든 것은 인공지능이다 ","장동인 지음","한빛미디어","2022","","9791162244913","13000","004.73","62",
"399","(한 권으로 끝내는) 네트워크 기초 :클라우드 시대의 네트워크 입문서 ","오키타 토시야 지음 ;김성훈 옮김","길벗","2022","","9791165219895","93000","004.5","62",
"399","오늘부터 IT를 시작합니다 :비유와 이야기로 풀어낸 비전공자를 위한 필수 IT 교양서 ","고코더 지음","한빛미디어","2022","","9791169210065","13000","004","62",
"399","출판하는 마음 :은유 인터뷰집 ","지은이: 은유","제철소","2018","","9791188343065","03300","013.04","62",
"399","처음 읽는 양자컴퓨터 이야기 :양자컴퓨터, 그 오해와 진실 개발 최전선에서 가장 쉽게 설명한다! ","다케다 ?타로 지음 ;전종훈 옮김","플루토","2021","","9791188569281","03560","004.73","62",
"399","머신러닝·딥러닝 문제해결 전략 :캐글 수상작 리팩터링으로 배우는 문제해결 프로세스와 전략 ","지은이: 신백균","Golden Rabbit(골든래빗)","2022","","9791191905076","93000","004.73","62",
"410","(파이썬 코드로 배우는) Git & GitHub :협업하는 개발자를 위한 버전 관리 지침서 ","유광명 저","Youngjin.com(영진닷컴)","2022","","9788931467659","93000","005.12","61",
"410","데이터베이스 첫걸음 :완전 초보의 데이터베이스 따라잡기 ","미크,박주항 옮김","한빛미디어","2016","","9788968487316","93000","005.75","61",
"410","지적 대화를 위한 넓고 얕은 지식","채사장 지음","한빛비즈","2015","1","9788994120997","13100","001.3","61",
"410","AI는 인문학을 먹고 산다 :인문학으로 인공지능 시대를 주도하라 ","한지우 지음","다빈치하우스","2021","","9791158741303","43300","001","61",
"410","(회사에서 바로 통하는) 실무 엑셀 :현장밀착형 입문서 ","한은숙 지음","한빛미디어","2019","","9791162241691","13000","005.53","61",
"410","오늘부터 이모티콘 작가 :아이패드로 만드는 개성만점 이모티콘 ","곰곰 지음","혜지원","2023","","9791167640567","13000","004.16","61",
"410","어떤 개발자가 되고 싶니? :일의 본질과 취업 고민의 해결책을 알려주는 "25년 차 현실판" 개발자 이야기 ","박동기 지음","슬로디미디어(슬로디미디어그룹)","2023","","9791167851109","03190","005","61",
