검색조건
대출기간,2024-01-01 ~ 2024-12-28
성별,전체
연령,20대
지역,전체
ISBN 부가기호,전체
주제,언어
세부주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-12-29
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"336","(30장면으로 끝내는) 스크린 영어회화 :주토피아 =Screen English : Zootopia ","해설: 강윤혜","길벗이지톡","2016","","9791159240157","03740","747.5","42",
"336","나의 영어 사춘기 :대한민국 영포자들의 8주 영어 초보 탈출 프로젝트 ","강사: 이시원","에스제이더블유인터내셔널","2017","","9791161500973","13740","747.5","42",
"336","(스페인 여행 제대로 즐기는) 여행 스페인어 ","장선이 지음","에스제이더블유인터내셔널","2023","","9791161507446","13770","777.5","42",
"336","나혼자 끝내는 독학 일본어 첫걸음 ","넥서스콘텐츠개발팀 지음","넥서스","2023","","9791166833045","13730","730","42",
"336","(독학) 일본어 필수 문법 :기초부터 JLPT 대비까지 딱 한 권에! ","김수경 지음","넥서스","2024","","9791166837791","13730","735","42",
"336","알아두면 잘난 척하기 딱 좋은 영어잡학사전 =Dictionary of English miscellaneous knowledge for confidence ","김대웅 지음","노마드","2018","","9791186288184","03840","742","42",
"336","마구로센세의 본격! 일본어 스터디 :초급","글: 최유리 ;그림: 나인완","BS(브레인스토어)","2018","2","9791188073238","04730","735","42",
"336","1등 프랑스어 ","저자: Mr. Sun 어학연구소,옥대경","Old Stairs","2022","","9791191156447","13760","760.7","42",
"351","The Psychology of Money (Timeless Lessons on Wealth, Greed, and Happiness)","Morgan Housel","HarrimanHouse","2020","","9780857197689","","747","41",
"351","(무조건 따라하면 통하는) 일상생활 일본 여행회화 365 ","저자: 이원준","탑메이드북","2022","","9788971729571","13730","737.5","41",
"351","나의 한국어 바로 쓰기 노트 ","저자: 남영신","까치(까치글방)","2023","","9788972918059","03710","711.25","41",
"351","이중언어의 기쁨과 슬픔 :한 언어심리학자의 자아 상실과 회복에 관한 이야기 ","줄리 세다비 지음 ;김혜림 옮김","知와 사랑","2023","","9788989007982","03700","701.018","41",
"351","100명 중 98명이 틀리는 한글 맞춤법 :한국어 사용자의 필독서 ","김남미 지음","나무의철학","2013","","9788994013725","13710","711.25","41",
"351","표상의 언어에서 추론의 언어로 :언어표현이 의미하는 것은 무엇인가 ","지은이: 이병덕","성균관대학교 출판부","2017","","9791155502150","93110","701.2","41",
"351","하루 10분 명문 낭독 영어 스피킹 100 :100 voices for 100 days ","조이스 박 지음","이퍼블릭","2020","","9791160576672","13740","747.5","41",
"351","미국 문화 교양 공부 =그리스 철학과 기독교, 셰익스피어와 슈퍼히어로, 영어의 역사와 공부법까지 /American culture stories ","유원호 지음","넥서스","2023","","9791166834660","03740","740.4","41",
"351","(2주 만에 끝내는) 해커스 OPIc start :intermediate 공략 ","지은이: 해커스 오픽연구소","해커스","2015","","9791186272350","13740","747.5077","41",
"351","영어는 잘하고 싶은데 열심히 하고 싶진 않아 ","문덕 지음 ;스노우캣 그림","한빛라이프","2020","","9791188007486","13740","744","41",
"351","챗GPT 영어회화 :40일 만에 영어가 나온다! ","반병현,김연정 지음","생능출판사","2023","","9791192932248","13740","747.5","41",
"362","(한눈에 들어오는) 일본어 어감 사전 ","이와타 다즈루,김미정 지음","다락원","2022","","9788927712671","13730","734","40",
"362","우리말의 발견 :정감 넘치고 쓸모 있는 우리말 공부 ","박영수 지음","사람in","2023","","9788960498020","14710","714","40",
"362","거의 모든 행동 표현의 스페인어 ","서영조,설주희 지음","사람in","2023","","9788960499966","14740","777","40",
"362","해커스 토익 :토익 리딩의 기본서 ","지은이: David Cho","해커스 어학연구소","2016","","9788965421719","13740","740.77","40",
"362","일드 일본어회화 핵심패턴 233 =233개 패턴으로 나도 자막 없이 일드 본다! /233 essential patterns for conversation in Japanese drama ","우승희 지음","길벗 이지톡","2018","","9791159241888","03730","737.5","40",
"362","우리 음식의 언어 :국어학자가 차려낸 밥상 인문학 ","한성우 지음","어크로스","2016","","9791160560008","03700","714","40",
"362","왕초보 여행영어 :여행 갈 때 필요한 최소한의 영어 ","서미소랑 지음","넥서스","2018","","9791161651866","13740","747.5","40",
"362","(Disney) Zootopia ","adapted by Suzanne Francis","Longtail Books","c201","","9791186701126","14740","747","40",
"370","영어 전치사 연구 =의미와 용법 /English prepositions ","이기동 지음","교문사","2020","","9788936320485","03740","745.7","39",
"370","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","18","9788950977023","77720","711.4","39",
"370","일본어 말문트기 30일 패턴훈련 ","조정순 지음","길벗이지톡","2012","","9788960476684","03730","730","39",
"370","독일어 회화 핵심패턴 233 =생활 밀착형 패턴 233개로 일상에서 시험 준비까지 OK! /233 essential patterns for German conversation ","최재화 지음","길벗이지톡","2015","","9788960479302","03750","757.5","39",
"370","영어 발음 향상 훈련 =English pronunciation ","케빈 강,해나 변 지음","사람in","2022","","9788960499744","14740","741.1","39",
"370","진짜 중국어 :교과서에 나오지 않는 생동감 1000% 리얼 중국어 ","성구현,진준 지음","위트앤위즈덤","2020","","9788962818581","13720","727.5","39",
"370","영어 스피킹 기적의 7법칙 :예일대 유학생들이 뽑은 20년 연속 최고의 강의 ","윌리엄 A. 반스 지음 ;허유진 감역","이퍼블릭","2012","","9788964806531","13740","747.5","39",
"370","왜요, 그 말이 어때서요? :나도 모르게 쓰는 차별의 언어 ","김청연 지음 ;김예지 일러스트","동녘","2019","","9788972979463","43710","701","39",
"370","영문법 쇼크 =Grammar shock ","정형정 저","쇼크잉글리쉬","2014","1","9788996987710","14740","745","39",
"370","일본어와 우리말은 지나치게 비슷하다 =日本語と韓?語はあまりにも似ている","저자: 이화정,Mr. Sun 어학연구소","Old Stairs","2018","1","9788997221592","14730","730","39",
"370","일본어 한자암기박사 :읽으면 저절로 외워지는 기적의 암기공식 ","저자: 박원길,박정서","시대고시기획","2021","","9791125497462","14730","731.4","39",
"370","여행 중국어 무작정 따라하기 ","엄상천 지음","길벗 이지:톡","2018","","9791159241451","03720","727.5","39",
"370","(핵심만 쏙쏙 짚어내는) 1일 1페이지 영어365 ","정승익,이재영 공저","원앤원콘텐츠그룹","2021","","9791160023183","43740","740","39",
"370","중급 영어로 가는 결정적 단어들 ","오석태 저","사람in","2024","","9791171010639","14740","744","39",
"370","궁극의 일본어 구어체 표현 개꿀 ","바가킹구 지음","바이링구얼","2023","","9791185980416","13730","737.5","39",
"370","쉬워요 맞춤법! :국립국어원 국어문화학교 선생님의 우리말 교실 ","진정 지음","마리북스","2024","","9791193270189","03700","711.25","39",
"370","영어 공부의 기술 :원어민도 놀란 4개 국어 능력자의 영어 공부법 ","박영희 지음","봄날에","2020","","9791196520144","03700","740.7","39",
"387","(해커스) 하루 딱! 10분 일본어 일상 단어 ","지은이: 해커스 일본어연구소","해커스 어학연구소","2023","","9788965426042","13730","734","38",
"387","매일 10분 왕기초 영문법의 기적 :영문법이 이해되고 영어패턴이 읽힌다! ","저자: 키 영어학습방법 연구소","키출판사","2017","","9788974575366","13740","745","38",
"387","언어본능 :마음은 어떻게 언어를 만드는가? ","스티븐 핑커 지음 ;신효식 옮김","동녘사이언스","2008","","9788990247421","03470","701","38",
"387","제시카의 힙hip한 톡톡talk talk 영어 표현 :미국 찐친들과의 현실 영어 회화 ","저자: Jessica 황","시대인","2023","","9791138342810","13740","747.5","38",
"387","유대인 영어공부법 :뇌가 저절로 기억하는 영어 공부의 왕도 ","가토 나오시 지음 ;최려진 옮김","이퍼블릭","2016","","9791155099261","13740","740.7","38",
"387","(걸어다니는) 표현 사전 :모든 영어 숙어에는 이야기가 있다 ","앤드루 톰슨 지음 ;오수원 옮김","윌북","2021","","9791155814048","03740","744.4","38",
"387","(55문장으로 끝내는) 중국어 문법 노트 ","저자: 강병규,정소영","시사북스","2021","","9791157201853","13720","725","38",
"387","네이티브는 쉬운 일본어로 말한다 :1000문장 편 =The native Japanese speaks easily : 1000 sentences ","최대현 저","길벗이지톡","2017","","9791159241147","03730","737.5","38",
"387","독일어 필수 단어 무작정 따라하기 ","최재화 지음","길벗","2020","","9791165210908","03750","754","38",
"387","네이티브는 쉬운 영어로 말한다 :200대화 편 =The native English speaks easily : 200 dialogues ","구슬 지음","길벗","2021","","9791165215910","03740","747.5","38",
"387","영어식 사고로 유창하게 말하는 비밀은 전치사에 있다 :the complete guide to prepositions ","심재경 지음","넥서스","2021","","9791166831300","13740","745.7","38",
"387","영어 잘하는 사람보다 매일 하는 사람 :25만 팔로워가 열광한 혼공스쿨 22인의 영어 필승법 ","신영환 외 혼공스쿨 21인 지음","서사원","2023","","9791168221581","03740","740.7","38",
"387","(30년 영알못도 귀가 뚫리고 입이 트이는) 소리튠 영어 혁명 ","갓주아 지음","미다스북스","2022","","9791169101073","13740","740","38",
"387","뉴스 영어의 결정적 심화 표현들 ","박종홍 저","사람in","2023","","9791171010271","14740","744","38",
"387","(일본어를 몰라도 백퍼 일본을 즐길 수 있는) 백퍼 여행 일본어 ","지은이: 임단비,구라모토 타에코","Raspberry(라즈베리)","2017","","9791187152125","13730","737.5","38",
"387","(회화에서 글쓰기까지, 당신의 영어 실력을 탄탄하게 받쳐줄) 써먹는 영문법 ","브랜던 로열 지음 ;정수진 옮김","카시오페아","2017","","9791188674039","03740","745","38",
"387","(나혼자 끝내는) 독학 일본어 첫걸음 :한 걸음 더 ","황미진 지음","GCC","2018","","9791189432355","13730","730","38",
"387","엄마표 영어 100일의 기적 :100일 후에는 엄마도, 아이도 영어로 말한다! ","세라샘,도치해피맘 지음 & 강의","GCC","2019","","9791189432911","13740","740.7","38",
"405","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","3","9788950976873","77720","711.4","37",
"405","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","12","9788950976965","77720","711.4","37",
"405","스페인어 회화 핵심패턴 233 =233 essential patterns for Spanish conversation ","마야 허 지음","길벗이지톡","2014","","9788960478251","03770","777.5","37",
"405","(가장 쉬운) 프랑스어 첫걸음의 모든것 ","주장수 저","동양북스","2011","","9788983007803","13760","760","37",
"405","단어의 사생활 :우리는 모두, 단어 속에 자신의 흔적을 남긴다 ","지은이: 제임스 W. 페니베이커 ;옮긴이: 김아영","사이","2016","","9788993178715","03180","701.018","37",
"405","작심3일 10번으로 중국어 끝내기 :기초 ","저자: 김세미","시사중국어사","2019","","9791157201334","13720","720","37",
"405","(현지에서 바로 먹히는) 나의 첫 여행 일본어 ","[동양북스] 교재기획팀,배경아 지음","동양북스","2018","","9791157684052","13730","737.5","37",
"405","만능 핵심 일본어 패턴 88 :초보를 위한 일본어 회화 처방전 ","와카메 센세 지음","동양북스","2023","","9791157689576","13730","737.5","37",
"405","여행 영어 무작정 따라하기 :말이 통하면 여행의 품격이 달라진다 ","라이언 지음","길벗 이지:톡","2018","","9791159241154","03740","747.5","37",
"405","영알남의 영어의 진실 :how to picture English vocabulary ","양승준 지음","길벗 이지톡","2018","","9791159242045","03740","744","37",
"415","(하루만에 끝내는) 1日 히라가나 가타카나 ","저자: 김주안","시사일본어사","2017","","9788940291184","13730","731.23","36",
"415","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","14","9788950976989","77720","711.4","36",
"415","영어 어휘 지식 백과 =어휘에서 어원으로, 어원에서 배경으로 배경에서 교양으로 이어진.A repository of English vocabulary ","이지연 지음","사람in","2022","","9788960499775","14740","744","36",
"415","(해커스톡) 영어회화 10분의 기적 :미국에서 당장 써먹는 영어 ","지은이: 해커스 어학연구소","해커스 어학연구소","2020","","9788965423614","13740","747.5","36",
"415","히라가나도 모르던 일알못은 어떻게 90일 만에 일본어천재가 되었을까 :기적의 90일, 일본어 정복 로드맵 ","서동희 지음","미다스북스","2019","","9788966376858","03190","730.7","36",
"415","나도 격하게 일본어로 토킹하고 싶다 ","일본어교재연구원 엮음","예가","2019","","9788975676031","13730","737.5","36",
"415","중국어 천재가 된 홍 대리 :딱 6개월 만에 중국어로 대화하는 법 ","문정아 지음","다산북스","2018","","9791130615608","03190","727.5","36",
"415","퍼펙트 일본어 회화사전 :일상의 모든 표현을 한권으로! ","水野俊平 지음","Jplus(제이플러스)","2023","","9791156012276","13730","737.5","36",
"415","일본어회화 순간패턴 200 :핵심패턴만 담은 독학 첫걸음 ","조승연 저","동양북스","2018","","9791157683505","18730","737.5","36",
"415","(가장 쉬운 독학) 일본어 상용한자 1026 ","이규환 지음","동양북스","2021","","9791157686896","03730","731.44","36",
"415","하루 3줄 영어일기 :조금씩, 매일, 계속! 영어가 일취월장하는 3대 습관 ","ALC 편집부 지음 ;정은희 옮김","한빛비즈","2017","","9791157842131","13740","746","36",
"415","데끼르 데끼르 니홍고 ","지종익 지음","위즈덤하우스 미디어그룹","2018","","9791162203033","03730","737.5","36",
"415","일본어 달인이 되는 문법 ","지은이: 이경수,우오즈미 야스코","사람in","2023","","9791171010202","13730","735","36",
"415","어휘 늘리는 법 :언어의 한계는 세계의 한계다 ","박일환 지음","유유","2018","","9791185152813","04080","714","36",
"415","(일본인만 아는) 찐 일본어 회화 표현 ","핫크리스탈 지음","바이링구얼","2021","","9791185980379","13730","737.5","36",
"415","영어독립 인생 명언 200 :당신의 삶을 변화시키는 인생 명언 영어로 공부하기 ","상상스퀘어 영어독립콘텐츠팀 지음","상상스퀘어","2023","","9791192389202","03740","747","36",
"415","딸에게 들려주는 영어수업 :하루 30분, 15일이면 영어가 한눈에 보인다! ","조영학 지음","비아북","2023","","9791192904115","03740","740","36",
"432","신비아파트 한자 귀신 1 - 1001개의 구슬","김강현 (지은이), 김기수 (그림), 김경익, 박상우 (감수)","서울문화사","2018","1","9788926380413","67400","711.4","35",
"432","(New) 일본어 상용한자 2136 한권으로 끝내기 ","한선희,이이호시 카즈야 공저","다락원","2020","","9788927712466","13730","731.44","35",
"432","이현석의 입이 트이는 영어 최고의 스피킹 60","이현석 지음","한국교육방송공사","2022","2","9788954799829","14740","747.5","35",
"432","Holes :work book ","지은이: Louis Sachar","북하우스 퍼블리셔스","2012","","9788956055817","14740","747.2","35",
"432","해커스 자동발사중국어 :중국어 기초 20일 독학 완성!","지은이: 해커스 중국어연구소","해커스 어학연구소","2017","1","9788965422129","13720","727.5","35",
"432","해커스 토익 :신토익 최신경향 반영 ","지은이: David Cho","해커스 어학연구소","2018","","9788965422389","13740","740.77","35",
"432","(가장 쉬운) 독일어 첫걸음의 모든것 ","김미선 지음","동양북스","2011","","9788983007827","13750","750","35",
"432","일본인이 가장 많이 쓰는 일본어 표현 300 ","임승진,가케가와 모토미 지음","바이링구얼","2013","","9788996577843","13730","737.5","35",
"432","(만만하게 시작하는) 왕초보 일본어회화 :기초 단어부터 실생활에 필요한 기본 회화 단숨에 따라잡기","박해리 지음","LanCom(랭컴)","2015","","9788998469849","13730","737.5","35",
"432","(빌 브라이슨) 언어의 탄생 :영어의 역사, 그리고 세상 모든 언어에 관하여 ","지은이: 빌 브라이슨 ;옮긴이: 박중서","다산북스","2021","","9791130638324","03700","740.9","35",
"432","(중국인이 가장 많이 쓰는) 진짜 중국어 문장 패턴 80 ","저자: 문광일","시사북스","2020","","9791157201648","13720","727.5","35",
"432","가장 쉬운 독학 프랑스어 첫걸음 ","지은이: 주장수","동양북스","2018","","9791157683406","13760","760","35",
"432","영어회화 핵심패턴 233 =Essential English patterns 233 ","백선엽 지음","길벗이지톡","2016","","9791159240591","03740","747.5","35",
"432","Go! 독학 러시아어 :첫걸음 ","김애리 지음","에스제이더블유인터내셔널","2020","","9791161503394","13790","792.8","35",
"432","SOS 프랑스어 말하기 첫걸음 :왕초보 탈출 프로젝트","송주아,이은미 그림","에스제이더블유인터내셔널","2021","1","9791161504612","13760","767.5","35",
"432","네이티브는 쉬운 독일어로 말한다 ","에밀리 지음","길벗","2022","","9791165218881","03750","757.5","35",
"432","일빵빵 + 입에 달고 사는 기초영어","저자: 서장혁","토마토출판사","2014-2015","4","9791185419084","14740","747","35",
"449","토익시험 전에 알아야할 모든 것 :TOEIC 점수대별 완벽 가이드서 ","정상 지음","북이십일 21세기북스","2013","","9788950946593","13740","740.7","34",
"449","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","27","9788950952587","77720","711.4","34",
"449","OPIc 핵심패턴 233 :OPIc의 모든 답변은 233개의 패턴으로 이뤄진다! ","전미성 지음","길벗이지톡","2013","","9788960477087","03740","740.77","34",
"449","파고다 오픽의신 :IM2-AL ","지은이: 이현석,김소라","위트앤위즈덤","2020","","9788962818628","13740","740.77","34",
"449","(하루 하루 다시 시작하는) 일상생활 5분 일본어 365 ","저자: 야마무라 지요","탑메이드북","2017","","9788971728444","13730","737.5","34",
"449","(현지에서 찐으로 통하는) 일본어회화 ","일본어교재연구원 엮음","Yega(예가)","2022","","9788975676406","13730","737.5","34",
"449","(애로우잉글리시) 전치사혁명 :거꾸로 잘못 배운 전치사 바로잡기 ","최재봉 지음","애로우 잉글리시","2015","","9788998811051","13740","745.7","34",
"449","메타쉐도잉 =속독은 기본, 속청, 속화를 한 번에, 진짜 영어 뇌 혁명이 시작된다! /Meta shadowing ","박세호 지음","다산북스","2021","","9791130637556","03320","740.7","34",
"449","상식 밖의 고사성어 :일상이 새롭게 보이는 뜻밖의 네 글자 25 ","지은이: 채미현 ;일러스트: 이수희수이","청림출판","2023","","9791155402191","03700","714.4","34",
"449","레전드 일본어 필수단어 =日本語の必須言葉 ","저자: 더 콜링,一朗","Language Books(랭귀지북스)","2019","","9791156350989","13730","734","34",
"449","(팝송으로 배우는) 스크린 영어회화 :디즈니 OST =Screen English : Disney OST ","해설: 라이언 강","길벗이지톡","2016","","9791159240553","03740","747.5","34",
"449","Go! 독학 프랑스어 첫걸음 :프랑스어 왕초보를 위한 말하기 중심의 체계적인 학습 커리큘럼! ","김지연 지음","에스제이더블유인터내셔널","2018","","9791161501673","13760","767.5","34",
"449","(국어의 시작) 독해지능 ","유해송 지음","반니","2021","","9791167960948","43700","717","34",
"449","갈등하는 번역 =번역실무에서 번역이론까지 번역가들이 알아야 할 모든 것 /Translation in certain uncertainty ","지은이: 윤영삼","크레센도","2023","","9791188392087","03700","701.7","34",
"449","욕 대신 말 ","지은이: 도원영,일러스트: 안희경","마리북스","2022","","9791189943844","43700","701","34",
"449","어른을 위한 말 지식 :29년 교열전문기자의 지적인 생활을 위한 우리말 바로잡기 ","노경아 지음","라이프앤페이지","2024","","9791191462296","03700","714","34",
"465","말하기 영작문 트레이닝 =네이티브처럼 문장 만드는 35가지 법칙 /Making English sentences for speaking ","장근섭 지음","다락원","2013","","9788927700487","13740","746","33",
"465","(영어회화의 벽을 허물어 주는) 달변가영쌤의 친절한 구동사 ","김영욱 지음","Darakwon(다락원)","2021","","9788927701521","13740","745.4","33",
"465","(엄지 척! 자신만만) 신나는 여행 일본어 ","지은이: 최윤정","다락원","2017","","9788927711902","13730","737.5","33",
"465","한국어 표준 문법 :총론, 음운론, 형태론, 통사론, 담화론 ","저자: 유현경,이진호","집문당","2018","","9788930317993","93700","715","33",
"465","놓지 마 맞춤법","신태훈,나승훈 글·그림","김영사","2023","1","9788934942641","77700","711","33",
"465","(이명학 교수의) 어른이 되어 처음 만나는 한자 ","이명학 지음","김영사","2020","","9788934993230","03700","711.4","33",
"465","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","19","9788950908584","77720","711.4","33",
"465","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","22","9788950937911","77720","711.4","33",
"465","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","15","9788950976996","77720","711.4","33",
"465","당신은 우리말을 모른다","엄민용 지음","한국교육방송공사","2023","2","9788954799515","04700","714","33",
"465","의성의태어의 발견 :어휘에 풍요로움을 더하는 우리말 공부 ","박일환 지음","사람in","2023","","9788960492257","14710","714","33",
"465","단어가 인격이다 :당신의 품격을 좌우하는 단어 활용 기술 ","배상복 지음","위즈덤하우스","2017","","9788960863361","03710","714","33",
"465","영어 스피킹 기적의 영단어 100 :예일대 졸업생들이 뽑은 '내가 받은 예일 최고의 강의' ","윌리엄 A. 반스 지음 ;허유진 감역","이퍼블릭","2012","","9788964806494","13740","744","33",
"465","(Hackers) Grammar gateway basic ","지은이: David Cho","해커스 어학연구소","2013","","9788965420286","13740","745","33",
"465","해커스 토익 :토익 리딩의 기본서 ","지은이: David Cho","해커스 어학연구소","2023","","9788965424765","13740","740.77","33",
"465","무조건 일본여행회화 ","일본어교재연구원 엮음","Yega(예가)","2023","","9788975676512","13730","737.5","33",
"465","전치사 쇼크 =EBS, NEAT, TOEIC! 필수 영숙어 1000 /Shock English ","정형정 저","쇼크잉글리쉬","2013","","9788996987703","52740","744.4","33",
"465","(New) 레전드 일본어 필수단어 =日本語の必須言葉 ","저자: 더 콜링,삽화: 서정임","랭귀지북스","2023","","9791156352013","13730","734","33",
"465","(헤이민지의) 영어혼공 :혼공러를 위한 영어 실력 급성장의 비밀 ","임민지 지음","동양북스","2021","","9791157687121","03740","740.7","33",
"465","사요와 함께 동네 한 바퀴 :일본에 가지 않아도 되는 실생활 일본어 ","지은이: 스자키 사요 ;일러스트: 신은영","동양북스","2021","","9791157687381","03730","737.5","33",
"465","(시원스쿨 네이티브) 어디서나 통하는 리얼 영어회화 ","지은이: 제나 강","에스제이더블유인터내셔널","2021","","9791161504704","13740","747.5","33",
"465","(나혼자 끝내는) 일본어 한자 ","황미진 지음","넥서스","2018","","9791161653150","13730","731.4","33",
"465","인터넷 때문에 :인터넷은 우리의 언어를 어떻게 바꿨을까? ","지은이: 그레천 매컬러 ;옮긴이: 강동혁","어크로스(어크로스출판그룹)","2022","","9791167740502","03700","701.013","33",
"465","1등 일본어 ","저자: Mr. Sun 어학연구소","Old Stairs","2022","","9791191156645","14700","730","33",
"465","문자와 언어학 ","연규동 지음","따비","2023","","9791192169231","93700","701","33",
"465","(딱 30패턴으로 잡는) 영어회화 ","지은이: 닉 윌리엄슨","The북","2023","","9791197618505","13740","747.5","33",
"491","라틴어 문장 수업 :하루 한 문장으로 배우는 품격 있는 삶 ","김동섭 지음","RHK(알에이치코리아)","2018","","9788925564876","03100","792.2","32",
"491","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","20","9788950935252","77720","711.4","32",
"491","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","28","9788950954949","77720","711.4","32",
"491","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","45","9788950980801","77720","711.4","32",
"491","거의 모든 영어의 구두법 ","준 카사그랜드 지음 ;서영조 역","사람in","2023","","9788960498051","14740","741.7","32",
"491","어서 오세요! ㄱㄴㄷ 뷔페 ","지은이: 최경식","위즈덤하우스","2020","","9788962472318","77800","710","32",
"491","일본어 천재가 된 홍 대리 :재미있게 독학으로 정복하는 추리 일본어 학습법 ","이예숙 지음","다산북스","2010","","9788963700496","03320","730","32",
"491","일본어 회화 대박패턴 200 ","요리구찌 타즈 지음","로그인","2012","","9788964807590","18730","737.5","32",
"491","해커스 토익 :토익 리스닝의 기본서 ","지은이: David Cho","해커스 어학연구소","2020","","9788965423355","13740","740.77","32",
"491","(초보자도 쉽게 통하는) 바로바로 여행 독학 일본어 ","저자: 서지위,장현애","탑메이드북","2018","","9788971728550","13730","737.5","32",
"491","(두고 두고 보는) 일본어 한자 교과서 ","오화정 저","리브리언","2009","","9788992179218","13730","731.4","32",
"491","(미국에서 기죽지 않는) 쓸만한 영어 :일상생활 필수 생존회화 ","저자: 소피 반","시대인","2019","","9791125457206","13740","747.5","32",
"491","1일 1표현 :영어로 말하는 가장 쉬운 방법 ","마스터유진 지음","교보문고","2022","","9791159096310","03740","747.5","32",
"491","비즈니스 일본어회화 & 이메일 표현사전 =Business Japanese expression dictionary ","인현진 지음","길벗이지톡","2016","","9791159240041","03730","737.5","32",
"491","영어 1등급은 이렇게 공부한다 ","정승익 지음","원앤원콘텐츠그룹","2019","","9791160022087","43740","740.7","32",
"491","(생활 밀착형 주제를 회화 밀착형 표현으로 말하는) 시원스쿨 말하기 영어표현 ","이시원 지음","에스제이더블유인터내셔널","2019","","9791161502403","13740","747.5","32",
"491","(나혼자 끝내는) 독학 러시아어 첫걸음 ","레나 지음","넥서스","2018","","9791161652337","13790","792.8","32",
"491","(내가 쓰고 싶은 말이 다 있는) 영어일기 표현사전 :최신 개정판 ","하명옥 지음","넥서스","2019","","9791161656236","13740","746","32",
"491","(원어민 100인 선정) 매일 쓰는 미국 영어 회화 100 :원어민들이 직접 뽑은 정말 매일 쓰는 일상 영어 ","룩룩잉글리쉬,Elliott Pak 지음","넥서스","2020","","9791161659695","13740","747.5","32",
"491","나를 말하는 1인칭 영어 표현들 =English expressions for describing myself ","이지연 지음","사람in","2024","","9791171010790","13740","744","32",
"491","일빵빵 왕초보 일본어","저자: 일빵빵어학연구소","토마토출판사","2018","1","9791185419480","14730","735","32",
"491","받침구조대 ","곽미영 글 ;지은 그림","만만한책방","2023","","9791189499525","74710","710","32",
"491","언어철학 ","지은이: 콜린 맥긴 ;이승택","b","2019","","9791189898137","93700","701.01","32",
"491","기초영어 1000문장 말하기연습 ","박미진 지음","토마토","2019","","9791190278072","13740","747.5","32",
"491","근대 용어의 탄생 :역사의 행간에서 찾은 근대문명의 키워드 =The birth of the modern key words : reading between the lines of historical conjuncture ","윤혜준 지음","교유당","2024","","9791192968902","03700","701.2","32",
"491","외국어 전파담 :외국어는 어디에서 어디로, 누구에게 어떻게 전해졌는가 ","로버트 파우저 지음","혜화1117","2018","","9791196363208","03900","701","32",
"517","(내게는 특별한★) 프랑스어 어휘를 부탁해 :DELF A1~B1 ","이경자 지음","다락원","2014","","9788927731313","18760","764","31",
"517","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","25","9788950948030","77720","711.4","31",
"517","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","26","9788950950750","77720","711.4","31",
"517","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","41","9788950973223","77720","711.4","31",
"517","마법천자문 :손오공의 한자 대탐험","글: 시리얼,홍거북","북이십일","2019","1","9788950976859","77720","711.4","31",
"517","(무조건 따라하면 통하는) 일상생활 영어 여행회화 365 ","저자: 이원준","탑메이드북","2022","","9788971729564","13740","747.5","31",
"517","윔피 키드 영어일기 ","지은이: 제프 키니,마선미","윌북","2015","","9791155810293","14740","746","31",
"517","Enjoy 여행영어 :해외여행 처음 갈 때 이 책! ","넥서스콘텐츠개발팀 지음","넥서스","2016","","9791157526642","13740","747.5","31",
"517","(오빠를 위한) 최소한의 맞춤법 ","글·그림: 이주윤","한빛비즈","2016","","9791157841585","03800","711.25","31",
"517","(10가지 문법으로 시작하는) TOEIC speaking 기초영문법 ","지은이: 황인기,시원스쿨어학연구소","시원스쿨 Lab","2023","","9791161506982","13740","740.77","31",
"517","혼자 공부하는 영어 습관의 힘","저자: 시미즈 켄지 ;역자: 키출판사 편집부","키출판사","2021","","9791165260835","13740","744","31",
"517","어원의 발견 :뜻을 알면 고개가 끄덕여지는 어원의 세계 ","박영수 지음","사람in","2023","","9791171010028","13810","712","31",
"517","고딸 영문법 :be동사부터 명령문까지 단숨에 정주행하는","임한결 지음","와이스쿨","2015-2016","1","9791185306155","14740","745","31",
