검색조건
대출기간,2024-01-01 ~ 2024-12-28
성별,전체
연령,20대
지역,전체
ISBN 부가기호,전체
주제,언어
세부주제,전체

제공기관 : 국립중앙도서관
데이터 제공일 : 2024-12-29
이용허락조건 : 저작자표시(BY) - 저작자와 출처 등을 표시하면 영리 목적의 이용이나 변경 및 2차적 저작물의 작성을 포함한 자유이용을 허락합니다.

순위,서명,저자,출판사,출판년도,권,ISBN,ISBN부가기호,KDC,대출건수,
"159","(주미에르의) 10시간 프랑스어 첫걸음 =내 눈높이에 딱! 가장 쉽고 빠르게 기초 프랑스어를 끝낸다! /10 hours French conversation ","노민주 지음","길벗","2022","","9791165218607","03760","767.5","66",
"159","처음 만난 외국인과 스몰토크 :상대의 마음을 여는 4단계 대화법 ","저자: Mr. Sun","Old Stairs","2023","","9791170790136","13740","747.5","66",
"163","나와 타인을 번역한다는 것 ","지은이: 줌파 라히리 ;옮긴이: 이승민","마음산책","2023","","9788960908512","03840","701.7","65",
"163","옥스퍼드 오늘의 단어책 :1일 1단어 1기쁨 ","수지 덴트 지음 ;고정아 옮김","윌북","2023","","9791155815762","03740","742","65",
"163","넌 대체 몇 년째 영어 공부를 하고 있는 거니? ","김재우 지음","상상스퀘어","2023","","9791192389134","03740","740.7","65",
"166","쉽게 읽는 언어철학 ","박병철 지음","서광사","2009","","9788930620383","93160","701.01","64",
"166","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","50","9788950993153","77720","711.4","64",
"166","Enjoy 일본어 메뉴판 읽기 :일본 여행에서 꼭 먹어야 할 음식 ","황미진 지음","넥서스","2017","","9791161651293","13730","734","64",
"166","언어력 :자주 말문이 막히는 당신에게 ","이도영 지음","창비교육","2021","","9791165700454","03700","701.018","64",
"170","(한눈에 보인다) 스페인어 첫걸음 :처음부터 끝까지 쉽고 친절한 스페인어 입문서 ","저자: Mr. Sun 어학연구소,Isabela Bae","Old Stairs","2020","","9788997221516","04770","770","63",
"170","영숙어 덕분에 영어공부가 쉬워졌습니다 :쉽고 재미있게 배우는 영숙어 그림책 ","저자: 시미즈 켄지,역자: 키출판사 편집부","키출판사","2021","","9791165260842","13740","744","63",
"172","진짜 쓸모 있는 영어회화 :일상생활에서 꼭 필요한 영어 표현 ","글·그림: 서메리","넥서스","2021","","9791166830792","13740","747.5","62",
"172","영어 단어의 결정적 의미 확장들 :오역을 막는 단어의 다른 뜻 풀 장착 ","June Sweeney 저","사람in","2023","","9791171010462","14740","744","62",
"172","단단한 영어공부 :내 삶을 위한 외국어 학습의 기본 ","지은이: 김성우","유유","2019","","9791189683054","03740","740.7","62",
"172","영어독립 365 ","지은이: 영어독립단어 콘텐츠팀,일러스트: 박혜림","상상스퀘어","2022","","9791197549373","03740","740","62",
"176","국어 음운론 강의 =A course in Korean phonology ","저자: 이진호","집문당","2021","","9788930318976","93700","711.1","61",
"176","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","59","9788950932435","77720","711.4","61",
"176","미국식 영작문 수업 어휘 ","최정숙 지음","동양북스","2023","","9791157688487","13740","744","61",
"176","왕초보가 가장 많이 묻는 영문법 100 ","이시원 지음","에스제이더블유인터내셔널","2018","","9791161501468","13740","745","61",
"176","일본어 문법사전 :기초 문법부터 고급 문법까지 한 권으로 끝! ","송수영 지음","넥서스","2018","","9791161654478","13730","735","61",
"176","영어의 마음을 읽는 법 :영어가 세계를 로딩하고 또 다른 세계로 접속하는 방식 =How to read the mind of English : the ways the English language loads and creates the world in our mind ","김성우 지음","생각의힘","2022","","9791190955652","03740","740.4","61",
"182","혼자공부하는 영어습관의힘","지은이: 데이비드 세인 ;옮긴이: 박수현","키출판사","2020","","9791189719999","13740","747.5","60",
"183","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","58","9788950945565","77720","711.4","59",
"183","(물어보기 부끄러워 묻지 못한) 맞춤법 & 띄어쓰기 100 ","박선주 지음","새로운제안","2022","","9788955336344","03800","711.25","59",
"183","사용빈도 1억 영어회화 표현 ","마스터유진 지음","사람in","2017","","9788960496309","14740","747.5","59",
"183","(해커스톡) 영어회화 10분의 기적 :미국인이 가장 많이 쓰는 표현으로 네이티브처럼 말하기 ","지은이: 해커스 어학연구소","해커스 어학연구소","2018","","9788965422655","13740","747.5","59",
"183","외국어 공부의 감각 :나는 어떻게 10개 국어를 말하게 되었나? ","지은이: 아키야마 요헤이 ;옮긴이: 황국영","윌북","2019","","9791155812235","03700","707","59",
"183","(쓰지 않아도 외워지는) 히라가나 가타카나 :유튜브에서 왔습니다 ","지은이: 와카메센세","동양북스","2020","","9791157686261","13730","731.23","59",
"183","미끄러지는 말들 :사회언어학자가 펼쳐 보이는 낯선 한국어의 세계 ","백승주 지음","대원씨아이","2022","","9791168949577","03700","701.013","59",
"183","긴 인생을 위한 짧은 일어 책 :이것은 외국어 공부로 삶을 바꿀 당신을 위한 이야기 ","김미소 지음","동양북스","2024","","9791172100087","03810","730.4","59",
"183","일상 영어회화 섀도잉 :3개월 후에는 귀와 입이 열린다! ","June Sweeney 지음","바이링구얼","2019","","9791185980300","13740","747.5","59",
"183","(딱 한 번 읽고 바로 써먹는) 30일 기초 영문법","아티엔바나나 지음","비에이블","2021","2","9791190931427","13740","745","59",
"193","미국 영어 회화 문법 =Grammar context ","김아영 지음","사람in","2019","2","9788960497504","14740","745","58",
"193","(급할 때 바로 찾아 말하는) 시원스쿨 왕초보 여행일본어 ","지은이: 시원스쿨 컨텐츠 연구소","에스제이더블유인터내셔널","2017","","9788998114947","13730","737.5","58",
"193","언어의 역사 :말과 글에 관한 궁금증을 풀다 ","데이비드 크리스털 지음 ;서순승 옮김","소소의 책","2020","","9791188941469","03700","701","58",
"196","해 봐! 하루 10분 왕초보 스페인어 ","저자: 신승","랭기지플러스","2020","","9788955187830","13770","770","57",
"196","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","2","9791130637594","77700","710","57",
"196","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","4","9791130641607","77700","710","57",
"196","레전드 일본어 회화사전 =日本語?話?書 ","저자: 더 콜링,一朗","Language Books(랭귀지북스)","2016","","9791156350514","18730","737.5","57",
"196","영어는 3단어로 :내일 당장 대화가 되는 초간단 영어법 ","나카야마 유키코 지음 ;최려진 옮김","인플루엔셜","2017","","9791186560464","13740","740","57",
"196","끝내주는 맞춤법 :쓰는 사람을 위한 반복의 힘 ","김정선 지음","유유","2021","","9791189683832","03700","711.25","57",
"196","유하다요 기초일본어 :일본어 기초의 모든 것 ","저자: 전유하","Raspberry(라즈베리)","2015","","9791195437672","13730","730.77","57",
"203","(필요할 때 통하는) 여행 일본어 ","부백,장한별 저","시사일본어사","2017","","9788940292020","13730","737.5","56",
"203","(30장면으로 끝내는) 스크린 영어회화 :인사이드 아웃 =Screen English : inside out ","해설: 강윤혜","길벗이지톡","2015","","9788960479791","03740","747.5","56",
"203","근데, 영화 한 편 씹어먹어 봤니? :영화 딱 한 편만 넘어서면 영어를 원어민처럼 말할 수 있다! ","신왕국 지음","다산북스","2017","","9791130614427","03320","747.5","56",
"203","영어를 해석하지 않고 읽는 법 :어떤 영문도 피할 수 없는 reading patterns 120 ","황준 지음","동양북스","2019","","9791157685240","13740","747","56",
"203","(나혼자 끝내는) 독학 프랑스어 첫걸음 ","염찬희 지음","넥서스","2017","","9791161650586","18760","760","56",
"203","중국어회화 100일의 기적 :100일 후에는 나도 중국어로 말한다! ","손승욱 지음","넥서스","2018","","9791161653471","13720","727.5","56",
"203","여행영어 100일의 기적 :해외여행 준비 D-100 프로젝트 ","문성현 지음","넥서스","2023","","9791166835988","13740","747.5","56",
"203","(알아두면 쓸모 있는) 어원잡학사전 :평범한 단어들의 특별한 어원 이야기 ","패트릭 푸트 지음 ;최수미 옮김","Creta(크레타)","2021","","9791197338205","03740","742","56",
"211","일본어 상용한자 2136 한권으로 끝내기 ","지은이: 한선희,이이호시 카즈야","다락원","2014","","9788927711162","13730","731.44","55",
"211","(불변사를 철저하게 분석하여 쓴) 이기동 영어 구동사 연구 =The phrasal verb in English ","이기동 지음","교문사","2020","","9788936321154","03740","745.4","55",
"211","흔한남매 불꽃 튀는 우리말 :초등 국어 고수 되기 프로젝트","원작: 흔한남매 ;그림: 유희석","다산북스","2021","3","9791130640280","77700","710","55",
"211","한문이 말하지 못한 한국사 :한국역사연구회 역사선 ","장지연 지음","푸른역사","2023","","9791156122531","04900","710.9","55",
"211","일본어 100문장 암기하고 왕초보 탈출하기 :100문장만 말할 수 있게 익히면 일본어 기초회화 끝! ","쟈링센세 지음","동양북스","2019","","9791157685448","13730","737.5","55",
"211","(손미나의) 나의 첫 외국어 수업 :언어적 자유를 위한 100일 프로젝트 ","손미나 지음","Tornado(토네이도)","2021","","9791158512194","03190","707","55",
"211","미식가를 위한 스페인어 안내서 :최소한의 스페인어로 떠나는 미식 여행 ","이지가을 지음 ;허지영 그림","휴머니스트출판그룹","2023","","9791160809688","13770","770","55",
"211","회사원A 여행 일본어 :세상에서 가장 간단하고 쉬운 일본어 ","회사원A 지음","Mal'lang","2019","","9791196053154","13730","737.5","55",
"219","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","53","9788950903138","77720","711.4","54",
"219","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","47","9788950984748","77720","711.4","54",
"219","인문학과 손잡은 영어 공부","강준만 지음","인물과사상사","2024","1","9788959067404","04300","740.7","54",
"219","(영어가 술술 나오는) 만능패턴 100 ","세리나 황 지음","교보문고","2023","","9791159098291","03740","747.5","54",
"219","(New) 국민영어법 starter :전 국민 영어 말하기 혁명 ","지은이: 이민호","에스제이더블유인터내셔널","2023","","9791161507651","13740","747.5","54",
"219","화법 교육을 위한 의사소통 이론 ","박재현 지음","사회평론아카데미","2023","","9791167071163","93370","710.7","54",
"219","우아한 단어 품격있는 말 :말맛은 살리고 표현은 섬세해지는 우리말 수업 ","박영수 지음","유노북스","2024","","9791171830275","03700","714","54",
"219","JLPT 문법사전 :N1에서 N5까지 총정리 ","나무 지음","세나북스","2021","","9791187316923","13730","735","54",
"219","외국어 학습담 :외국어 학습에 관한 언어 순례자 로버트 파우저의 경험과 생각 ","로버트 파우저 지음","혜화1117","2021","","9791191133035","03700","707","54",
"219","시즈의 일본어 워크북 =시즈와 함께 하는 감성 일본어 /しずの日本語ワ?クブック ","김연진 지음","Orbita(오르비타)","[2016]","","9791195444847","13730","730","54",
"229","거시기 머시기 :이어령의 말의 힘 글의 힘 책의 힘 ","이어령 지음","김영사","2022","","9788934961628","03700","701","53",
"229","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","48","9788950987749","77720","711.4","53",
"229","(Disney·Pixar) Inside out ","adapted by Suzanne Francis","Longtail Books","c201","","9788956059419","14740","747","53",
"229","거의 모든 숫자 표현의 영어 :알면 말의 격이 달라지는 숫자 표현들만 쏙쏙! ","조나단 데이비스,유현정 저","사람in","2020","","9788960498440","13740","747","53",
"229","동화로 배우는 일본어 필수한자 1006자 ","이노우에 노리오 글·그림 ;강봉수 옮김","중앙에듀북스","2011","","9788994465104","13730","731.4","53",
"229","일본어 현지회화 무작정 따라하기 ","후지이 아사리 지음","길벗 이지:톡","2018","","9791159241871","03730","737.5","53",
"229","영어회화 100일의 기적 :100일 후에는 나도 영어로 말한다! ","문성현 지음","넥서스","2022","","9791166833557","13740","747.5","53",
"229","문장구조 덕분에 영어 공부가 쉬워졌습니다 :트리(tree)로 쉽게 배우는 영어 문장 X-ray ","저자: 키 영어학습방법연구소","키출판사","2018","","9791188808847","13740","745","53",
"229","기적의 5분 영단어 :엉클잭의 하나를 알면 10단어가 저절로 기억되는 어원 학습법 ","주경일 지음","비에이블","2020","","9791197035227","13740","744","53",
"238","(착! 붙는) 여행 일본어 =버킷 리스트 30 꿈꾸는 대로 떠나라! /Travel Japanese ","저자: 박나리,미카미 마사히로","시사북스","2019","","9788940292891","13730","737.5","52",
"238","일본 여행은, 처음이라 :매일 5분 학습으로 모든 상황 완벽 대비 ","지은이: 황효정","위트앤위즈덤","2021","","9788962818765","13730","737.5","52",
"238","(2주 만에 끝내는) 해커스 OPIc start :intermediate 공략 ","지은이: 해커스 오픽연구소","해커스","2016","","9791158551988","13740","747.5077","52",
"238","(28시간에 끝내는) 시원스쿨 TOEIC speaking start ","황인기,시원스쿨 영어연구소 지음","에스제이더블유인터내셔널","2016","","9791186858387","13740","740.77","52",
"238","뉘앙스 덕분에 영어 공부가 쉬워졌습니다 :영어 단어 표현 뉘앙스 사전 ","저자: 키 영어학습방법연구소 ;삽화: 황수은","키출판사","2019","","9791189719272","13740","744","52",
"243","플루언트 =영어 유창성의 비밀 /Fluent ","조승연 지음","미래엔","2016","","9788937846243","03300","740.7","51",
"243","(브레드쿤과) 지금 바로 일본어 ","저자: 브레드쿤","시사북스","2022","","9788940293478","13730","730","51",
"243","작심3일 10번으로 영어 끝내기 :기초 ","저자: 박지은","랭기지플러스","2019","","9788955185843","13740","740","51",
"243","(대화의 물꼬를 트는) 스몰톡 영어회화 :1분이 1년 같은 어색함을 깨는 영어회화 표현집 ","구슬 지음","위트앤위즈덤","2020","","9788962818635","13740","747.5","51",
"243","네이티브만 아는 진짜 영어 100 :수많은 구독자가 열광하는 문법 밖 영어회화 ","저자: 구슬 ;용수인","에스제이더블유인터내셔널","2020","","9791161503356","13740","747.5","51",
"243","세상 쉬운 그래머 :그림책이 아닙니다. 문법책이에요. ","지은이: 나미세 아쓰오 ;옮긴이: 유나현","커넥츠","2020","","9791163717812","13740","745","51",
"243","우리말 어원 사전 :알면 알수록 빠져드는 '말'들의 히스토리 ","조항범 지음","태학사","2022","","9791168100411","03700","712","51",
"243","일빵빵 + 입에 달고 사는 기초영어","저자: 서장혁","토마토출판사","2014-2015","2","9791185419039","14740","747","51",
"251","우리 글 바로 쓰기","이오덕","한길사","2009","1","9788935661473","04710","710.4","50",
"251","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","55","9788950942274","77720","711.4","50",
"251","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","51","9788950995904","77720","711.4","50",
"251","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","52","9788950997717","77720","711.4","50",
"251","한문 독해 첫걸음 :어른의 문해력 기초 ","정춘수 지음","부키","2023","","9788960519183","03700","711.4","50",
"251","(Hackers) 해커스 토익 :vocabulary ","지은이: David Cho","해커스어학연구소","2011","","9788965420217","13740","740.77","50",
"251","언 다르고 어 다르다 :슬기로운 낱말 공부 ","김철호 지음","돌베개","2020","","9788971992012","03710","714","50",
"251","(네이티브가 알려 주는) 진짜 일본어 표현 ","오오츠루 아야카,시원스쿨 일본어연구소 지음","에스제이더블유인터내셔널","2018","","9791161501659","13730","737.5","50",
"251","(유학 없이 100% 유창해지는) 하루X10분 영어 혼잣말의 기적 ","지은이: 임근영","에스제이더블유인터내셔널","2023","","9791161506708","13740","740.7","50",
"251","어원 덕분에 영어 공부가 쉬워졌습니다 :쉽고 재미있게, 원어민 영어 감각 플러스","저자: 시미즈 켄지,역자: 키출판사 편집부","키출판사","2020","","9791165260118","13740","742","50",
"251","(나혼자 끝내는) 일본어 상용한자 2136 ","황미진 지음","넥서스","2021","","9791166831454","13730","731.44","50",
"251","(자연스러운 단어 연결을 위한) 영어회화 콜로케이션 활용 사전 ","이창수 지음","넥서스","2023","","9791166836329","13740","744.4","50",
"251","국어 교육의 이해 :국어 교육의 미래를 모색하는 열여섯 가지 이야기 ","지은이: 최미숙,주세형","사회평론아카데미","2023","","9791167071170","93710","710.7","50",
"251","언어와 존재 :언어는 어떻게 우리의 생각을 만들고 처세와 정치를 결정하는가 ","퀴브라 귀뮈샤이 지음 ;강영옥 옮김","시프","2023","","9791192421261","03300","701.013","50",
"265","촘스키, 인간이란 어떤 존재인가 :이 시대 최고 지성 촘스키의 인간에 대한 네 가지 질문 ","노엄 촘스키 지음 ;구미화 옮김","미래엔","2017","","9788937889233","03300","701.01","49",
"265","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","49","9788950989804","77720","711.4","49",
"265","영어 문장의 결정적 패턴들 =Sentence patterns for reading ","서영조 저","사람in","2021","","9788960499058","14740","747","49",
"265","(100일이면 나도) 영어천재 :100일 소리튜닝 영어 완전정복 프로젝트! ","이정은 지음","미다스북스","2019","1","9788966376452","14740","740","49",
"265","(가장 쉬운) 여행 일본어 :현지에서 바로 써먹는 여행 회화 패턴 ","이형주 지음","동양북스","2022","","9791157688241","13730","737.5","49",
"265","내향형 영어의 비밀 :그동안 우리는 왜 외향형처럼 공부했을까? ","일간 소울영어 지음","위너스북","2023","","9791189352639","13740","740.7","49",
"265","언어의 높이뛰기 :신지영 교수의 언어 감수성 향상 프로젝트 ","신지영 지음","인플루엔셜","2021","","9791191056938","03700","710.13","49",
"265","(아홉 살에 시작하는) 똑똑한 초등신문 :경제·사회·세계·과학·환경 최신 뉴스(2022-2023) ","신효원 지음","책장속books(책장속북스)","2023","","9791191836219","73710","717","49",
"265","이게 스페인어라고? :모르고 쓰는 우리말 속 스페인어 ","글: 홍은","이응","2023","","9791198057822","03770","770","49",
"274","우리말 문법론 ","저자: 고영근,구본관","집문당","2018","","9788930317849","93710","715","48",
"274","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","54","9788950922955","77720","711.4","48",
"274","(영어를 제2 모국어로 만드는) 정철의 A.D. 영어학습법 ","정철 지음","두란노(두란노서원)","2023","","9788953145016","03230","740.7","48",
"274","(무조건 따라하면 통하는) 일상생활 일본 여행회화 365 ","저자: 이원준","탑메이드북","2017","","9788971728239","13730","737.5","48",
"274","일본어 상용한자 2136 :이거 하나면 끝! ","이성순 지음","동양북스","2011","","9788983007131","13730","731.44","48",
"274","번역의 탄생 :한국어가 바로 서는 살아 있는 번역 강의 ","이희재 지음","교양인","2009","","9788991799400","03700","701.7","48",
"274","(한눈에 보인다) 독일어 첫걸음 :처음부터 끝까지 쉽고 친절한 독일어 입문서 ","저자: Mr. Sun 어학연구소,윤성민","Old Stairs","2020","","9788997221530","14750","750","48",
"274","(가볍게 읽고 평생 기억하는) 가벼운 프랑스어 ","가벼운학습지 어학연구소 저","데이원컴퍼니","2021","","9791166932298","03760","760","48",
"274","하루 영어교양 :매일 한 줄로 익히는 서양 문화 상식 365 ","서미석 지음","유유","2021","","9791167700216","03740","744","48",
"274","그래서... 이런 말이 생겼습니다 :금정연 에세이 ","지은이: 금정연","지학사","2022","","9791189799694","03810","714.7","48",
"284","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","56","9788950942694","77720","711.4","47",
"284","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","46","9788950982898","77720","711.4","47",
"284","여행자의 일본어 must carry ","이선옥 지음","사람in","2017","","9788960496477","13730","737.5","47",
"284","영어 회화의 결정적 표현들 ","지은이: 오석태","사람in","2019","","9788960498129","14740","747.5","47",
"284","보카바이블4.0 =the most frequently tested words /Voca bible 4.0 ","허민 지음","스텝업","2018","1","9788994553092","13740","744","47",
"284","1년만 닥치고 영어 :영포자가 하버드를 가게 된 기적의 독학 훈련 ","모토야마 가쓰히로 지음 ;이지현 옮김","오투오","2017","","9791130612980","03320","740.4","47",
"284","세계 역사 이야기 :처음 만나는 인문학 영어 수업","지은이: 수잔 와이즈 바우어 ;심금숙","윌북","2015","1","9791155810392","14740","747.2","47",
"284","레전드 일본어 필수단어 =日本語の必須言葉 ","저자: 더 콜링,一朗","Language Books(랭귀지북스)","2017","","9791156350613","18730","734","47",
"284","지적 대화를 위한 교양인의 기호학 :한 권으로 난해한 기호학을 끝내는 지식 교양서 ","지은이: 폴 코블리 ;옮긴이: 이윤희","팬덤북스","2022","","9791161692159","03170","701","47",
"284","(한 번 배우면 평생 써먹는) 바나나쌤의 1달 완성 영문법","지은이: 아티엔바나나","쌤앤파커스","2022","2","9791165344795","13740","745","47",
"284","나는 영어보다 스페인어를 배우기로 했다 :오늘부터 시작하는 스페인어 학습 선동기 ","남기성 지음","원앤원북스","2019","","9791170430384","03320","770","47",
"284","(사춘기를 위한) 문해력 수업 ","권희린 지음","생각학교","2022","","9791191360486","43700","717","47",
"296","마법천자문 :손오공의 한자 대탐험","저자: 스튜디오시리얼,정수영","아울북","2005","57","9788950970901","77720","711.4","46",
"296","(일본어를 배운다면 꼭 알아야 할) 일본어 필수 단어 무작정 따라하기 =Japanese words ","후지이 아사리 지음","길벗이지톡","2009","","9788960471733","03730","734","46",
"296","OPIc 표현 사전 ","LTS 영어연구소 지음","사람in","2014","","9788960493834","18740","740.77","46",
"296","여행자의 어원 사전 :이 세계를 열 배로 즐기는 법 ","덩컨 매든 지음 ;고정아 옮김","윌북","2024","","9791155817285","03700","701.2","46",
"296","레전드 하루 3분 일본어 :#상황별 왕초보 일본어 회화 #에리 쌤의 해설 강의 ","지은이: 권선욱,김수열","랭귀지북스","2023","","9791156351962","13730","737.5","46",
"296","가장 쉬운 독학 스페인어 첫걸음 ","지은이: 박기호","동양북스","2017","","9791157683079","13770","770","46",
"296","미국식 영작문 수업 :기본 문형으로 익히는 영작의 기술 ","최정숙 지음","동양북스","2021","","9791157686971","13740","746","46",
"296","Go! 독학 독일어 첫걸음 :독일어 왕초보를 위한 말하기 중심의 체계적인 학습 커리큘럼! ","김성희 지음","에스제이더블유인터내셔널","2019","","9791161501789","13750","750","46",
"296","(한마디를 해도 통하는 김영철·타일러의) 진짜 미국식 영어 ","김영철,타일러 지음","위즈덤하우스","2017","1","9791162201510","13740","747.5","46",
"296","한자의 풍경 :문자의 탄생과 변주에 담긴 예술과 상상력 ","이승훈 지음","사계절(사계절출판사)","2023","","9791169811323","03700","721.2","46",
"296","영어독서가 취미입니다 :국어책 읽기만큼 쉬운 영어독서습관 만들기 ","권대익 지음","반니","2020","","9791190467049","03190","740.7","46",
"296","그 많은 개념어는 누가 만들었을까 :서양 학술용어 번역과 근대어의 탄생 ","야마모토 다카미쓰 지음 ;지비원 옮김","메멘토","2023","","9791192099217","93730","701","46",
"308","9등급 꼴찌, 1년 만에 통역사 된 비법 :100일 만에 영어면접 통과하게 만드는 미 국방부 기적의 어학훈련 ","장동완 지음","웅진씽크빅","2017","","9788901219080","03320","740","45",
"308","(박혜원) 파워토익 VOCA :콜로케이션과 패러프레이징으로 끝내는 ","저자: 박혜원","YBM","2021","","9788917238686","13740","740.77","45",
"308","한국어 문법 총론","구본관,황선엽 공저","집문당","2015","1","9788930316736","94700","715","45",
"308","(착! 붙는) 일본어 독학 첫걸음 :히라가나부터 JLPT까지! 입에 착! 시험에 착! ","저자: 일본어 공부기술연구소 ;일러스트: 최예나","시사북스","2024","","9788940293980","13730","737","45",
"308","스쿠스쿠 일본어 독학 첫걸음 :1일 1시간, 1개월 완성! ","저자: 하영애","위트앤위즈덤","2021","","9788962818611","13730","730","45",
"308","좋은 문장을 쓰고 싶다면 :소소하지만 굉장한 우리말 맞춤법 이야기 ","이진원 지음","산지니","2020","","9788965456735","03700","711.25","45",
"308","(4주 완성!) 독학 일본어 첫걸음 =どくがくにほんごスタ?ト ","최은준 지음","넥서스","2014","","9791157520251","18730","730","45",
"308","여행 일본어 무작정 따라하기 :메뉴판&쇼핑 =The cakewalk series-travel Japanese : menu&shopping list ","강한나 지음","길벗이지톡","2019","","9791159242274","03730","737.5","45",
"308","중국어 공부 그거 그렇게 하는 거 아닌데 ","서수빈 지음","원앤원북스","2021","","9791170431886","03320","720","45",
"308","단어의 사연들 :내가 모르는 단어는 내가 모르는 세계다 ","백우진 지음","Whale Books(웨일북)","2018","","9791188248735","03700","714","45",
"308","1등 스페인어 ","저자: Mr. Sun 어학연구소,Isabela Bae","Old Stairs","2022","","9791191156577","14700","770","45",
"308","챗GPT 활용 영어 공부 :서울과학고 영작문 수업 ","윤근식 지음","포르체","2023","","9791192730684","13740","746","45",
"320","한국어 문법 총론","구본관,황선엽 공저","집문당","2015","2","9788930316743","94700","715","44",
"320","영어 어휘 지식 백과 =어휘에서 어원으로, 어원에서 배경으로 배경에서 교양으로 이어진.A repository of English vocabulary ","이지연 지음","사람in","2023","","9788960499881","14740","744","44",
"320","Hackers vocabulary ","지은이: David Cho","해커스 어학연구소","2015","","9788965421030","13740","740.77","44",
"320","미국식 영작문 수업 :기본 문형으로 익히는 영작의 기술 ","최정숙 지음","동양북스","2023","","9791157689026","13740","746","44",
"320","중국어 6개월에 끝내고 알리바바 입사하기 ","김민지 지음","Angle Books(앵글북스)","2017","","9791187512165","03320","727","44",
"320","영어는 3단어로 100문장으로 끝내기 ","나카야마 유키코 지음 ;최려진 옮김","인플루엔셜","2019","","9791189995454","13740","747.5","44",
"320","절대 틀리면 안 되는 맞춤법 100 :맞춤법 하나가 당신의 이미지를 결정한다 ","김남미 지음","빌리버튼","2024","","9791192999296","03710","711.25","44",
"327","(플로리다 아선생의) 미국 영어 문화 수업 :합하고 더한 책 ","김아영 지음","사람in","2022","","9788960499324","13740","740","43",
"327","일본어 한자암기박사 :2016 新버전 ","저자: 박원길,박정서","시대고시기획","2016","","9791125424369","13730","731.4","43",
"327","100단어 영어회화의 기적 ","정회일 지음","Beyond","2017","","9791130613697","14740","747.5","43",
"327","1일 1패턴 여행영어 :하루에 딱 하나만! 30일 후면 나도 자유여행 간다! ","이민호,이지톡연구소 공저","길벗 이지:톡","2019","","9791159242137","03740","747.5","43",
"327","(외우지 않아도 영어와 교양이 쏙 들어오는) 영단어 인문학 :흥미진진한 스토리로 엮어낸 영단어 탄생의 비밀 ","고이즈미 마키오 지음 ;곽범신 옮김","이퍼블릭","2022","","9791169518055","03740","744","43",
"327","번역자를 위한 우리말 공부 :한국어를 잘 이해하고 제대로 표현하는 법 ","이강룡 지음","유유","2014","","9791185152080","03710","714","43",
"327","동사의 맛 :교정의 숙수가 알뜰살뜰 차려 낸 우리말 움직씨 밥상 ","김정선 지음","유유","2015","","9791185152196","03710","715.4","43",
"327","(하루 5분 국민 영어과외 김영철·타일러의) 진짜 미국식 영어","김영철,타일러 지음","위즈덤하우스","2018","3","9791189709600","13740","747.5","43",
"327","챗GPT 영어교실 :나만의 영어 선생님 ","반병현,이제종 지음","생능출판사","2023","","9791192932231","13740","747","43",
"336","나만의 일본 여행 일본어 ","저자: 이은미","다락원","2023","","9788927712848","13730","737.5","42",
"336","日本語 한자 암기 마스터 :40일 완성, 3단계 학습 프로젝트 ","지은이: 원진우 ;일러스트: 윤혜영","다락원","2017","","9788927746546","13730","731.4","42",
"336","표정으로 배우는 ㄱㄴㄷ ","기획·그림: 솔트앤페퍼","킨더랜드","2017","","9788956188003","77710","711","42",
"336","(10일 만에 끝내는) 해커스 토익 스피킹 스타트 ","지은이: David Cho","해커스 어학연구소","2022","","9788965424864","13740","740.77","42",
"336","영어회화 핵심패턴 233.Advance English patterns 233 ","조이스 백 지음","길벗","2023","","9791140702510","03740","747.5","42",
"336","(유하다요의) 10시간 현지 일본어 =마치 일본에 있는 것처럼! 가장 쉽게 시작하는 현실 회화! /10 hours real Japanese ","전유하 지음","길벗","2024","","9791140708901","03730","737.5","42",
"336","가장 쉬운 독학 독일어 첫걸음 ","지은이: 김미선","동양북스","2019","","9791157685127","13750","750","42",
